,Unnamed: 0.1,Unnamed: 0,ID,Title,Weight,Weight_Units,Product_Units,Description,Category,URL,Imagefile,Initial_Price,Latest_Price,Initial_Stock,Stock_Now,Condition,Dates_Available,Material,Dimensions,Technical,Collection,Last_Up_On,Price_Change,Quantity_Change,Date,Country,Store,Language,Sold,Sold_After,material,dim,quantity_n,material_emb,Belgium_Raw,Belgium_Code,first_level,second_level,third_level,SoldAfterDays
711,711,711,999DOP655,Triple wooden doors x cm + cm + . cm- Right,80.0,kg,pc,"
Location:C4 Triple wooden doors. 
Dimensions :

Height: 284 cm
Width: 52/83/54.5 cm
Thickness: 6 cm
Right

Good used condition. May have some scratches and small imperfections. A bit dusty, needs to be cleaned.

Hinges, handles and key are missing. Lock case is included in the price.
",Doors,https://rotordc.com/shop/product/999dop655-triple-wooden-doors-h-284-x-w-52-cm-83-cm-54-5-cm-right-55738?page=4&category=32,"['55738_f4db7ce.png', '7306_10224cd.png', '7307_10224cd.png', '7308_10224cd.png', '7309_10224cd.png']",449.0,449.0,,,,,,,,,2022-12-26,0.0,,2022-10-28,BE,rotordc,fr,1,59.0,"{'score': 0.016131751239299774, 'start': 19, 'end': 26, 'answer': ' wooden'}","{'score': 0.28133276104927063, 'start': 48, 'end': 84, 'answer': '\nHeight: 284 cm\nWidth: 52/83/54.5 cm'}","{'score': 0.0011728720273822546, 'start': 249, 'end': 259, 'answer': ' Lock case'}",Expansive concrete,Wood doorsets,Pr_30_59_24_97,"Roof, Slabs, Stairs","Door, Windows, Gates",Glass blocks and panels,59.0
712,712,712,999DOP674,Double door in wood with textured glass panels cm x cm + cm – Right,40.0,kg,pc,"
Location in door pavilion: D2Double door in wood with textured glass panels (H 202 cm x (W 70 cm + 71 cm)).

Dimensions :

Height : 202 cm
Width : 70/71 cm
Thickness : 4 cm
Left

Good used condition. May have some scratches, chipped paint and small imperfections. A bit dusty, needs to be cleaned.

Hinges, handles and lock case are included in the price. Key is missing.
",Doors,https://rotordc.com/shop/product/999dop674-double-door-in-wood-with-textured-glass-panels-h-202-cm-x-w-70-cm-71-cm-right-55734?page=4&category=32,"['55734_479e37f.png', '7024_ddeaacc.png', '7025_ddeaacc.png', '7026_ddeaacc.png', '7027_ddeaacc.png']",169.0,79.0,,,,,,,,,,-90.0,,2022-10-28,BE,rotordc,fr,0,,"{'score': 0.8606477975845337, 'start': 44, 'end': 49, 'answer': ' wood'}","{'score': 0.12339550256729126, 'start': 123, 'end': 156, 'answer': '\nHeight : 202 cm\nWidth : 70/71 cm'}","{'score': 0.00640117609873414, 'start': 27, 'end': 36, 'answer': ' D2Double'}",Architectural glass,Wood doorsets,Pr_30_59_24_97,"Roof, Slabs, Stairs","Door, Windows, Gates",Glass blocks and panels,
734,734,734,189DOP034A,Doors in painted wood x cm - Left,22.0,kg,pc,"
Dimensions:Height: 206 cm Width: 97 cmThickness : 3,8 cmLeftGood used condition. May have some scratches or chipped paint and small gaps between the wooden slats. A bit dusty, needs to be cleaned. A quality : Lock case and hinges are present but rusty. No handle, no key. B quality : lock case, hinges, handle and key are missing. Location in door pavilion: B3
",Doors,https://rotordc.com/shop/product/doors-in-painted-wood-w-97-x-h-206-cm-left-59123?page=5&category=32,"['59123_62c787c.png', '8710_60f10df.png', '8711_60f10df.png', '8712_60f10df.png', '8713_60f10df.png', '8714_60f10df.png']",69.0,69.0,,,,,,,,,2022-12-26,0.0,,2022-10-28,BE,rotordc,fr,1,59.0,"{'score': 0.01724574714899063, 'start': 149, 'end': 163, 'answer': ' wooden slats.'}","{'score': 0.6001315116882324, 'start': 1, 'end': 48, 'answer': 'Dimensions:Height: 206 cm\xa0Width: 97 cmThickness'}","{'score': 7.854298019083217e-05, 'start': 272, 'end': 282, 'answer': '\xa0B quality'}",Wood,Wood doorsets,Pr_30_59_24_97,"Roof, Slabs, Stairs","Door, Windows, Gates",Glass blocks and panels,59.0
746,746,746,189DOP021,"Wooden door , x cm",15.0,kg,pc,"
Location in door pavilion: D2Dimensions:Height: 181 cm Width: 86,5 cmThickness : 2,4 cmGood used condition. May have some scratches or chipped paint and small gaps between the wooden slats. A bit dusty, needs to be cleaned. Lock case, keys, hinges and handles are missing.  
",Doors,https://rotordc.com/shop/product/189dop021-wooden-door-w-86-5-x-h-181-cm-59110?page=5&category=32,"['59110_8db4ae5.png', '8635_296b5ea.png', '8636_296b5ea.png', '8637_296b5ea.png', '8638_296b5ea.png', '8639_296b5ea.png', '8640_296b5ea.png']",59.0,59.0,,,,,,,,,,0.0,,2022-10-28,BE,rotordc,fr,0,,"{'score': 0.029806222766637802, 'start': 176, 'end': 190, 'answer': ' wooden slats.'}","{'score': 0.35016337037086487, 'start': 27, 'end': 79, 'answer': ' D2Dimensions:Height: 181 cm\xa0Width: 86,5 cmThickness'}","{'score': 3.095831925747916e-05, 'start': 27, 'end': 48, 'answer': ' D2Dimensions:Height:'}",Wood,Wood doorsets,Pr_30_59_24_97,"Roof, Slabs, Stairs","Door, Windows, Gates",Glass blocks and panels,
780,780,780,999DOP641,"Double door in plain wood x x , cm - Right",60.0,kg,pc,"
Double door in plain wood.

Dimensions :

Height : 247 cm
Width : 68 and 65,5 cm
Thickness : 4,4 cm
Right

Good used condition. May some scratches and small imperfections. Handle in iron. A bit dusty, needs to be cleaned.
Hinges, handles and lock case are included in the price. Key is missing.Location in door pavilion: B1
",Doors,https://rotordc.com/shop/product/999dop641-double-door-in-plain-wood-h-247-x-68-x-65-5-cm-right-55737?page=8&category=32,"['55737_9dec634.png', '7005_0aed519.png', '7006_0aed519.png', '7007_0aed519.png', '7008_0aed519.png']",349.0,349.0,,,,,,,,,,0.0,,2022-10-28,BE,rotordc,fr,0,,"{'score': 0.6519611477851868, 'start': 21, 'end': 27, 'answer': ' wood.'}","{'score': 0.5345606803894043, 'start': 42, 'end': 81, 'answer': '\nHeight : 247 cm\nWidth : 68 and 65,5 cm'}","{'score': 0.0002691141562536359, 'start': 222, 'end': 279, 'answer': '\nHinges, handles and lock case are included in the price.'}",Wood,Wood doorsets,Pr_30_59_24_97,"Roof, Slabs, Stairs","Door, Windows, Gates",Glass blocks and panels,
782,782,782,999DOP666,Double door in wood cm x cm + cm – Left,70.0,kg,pc,"
Location:C5 Off-white painted double door in wood.

Dimensions :

Height : 292 cm
Width : 65/65 cm
Thickness : 5.8 cm
Left

Good used condition. May have some scratches, chipped paint and small imperfections. A bit dusty, needs to be cleaned.

Lock case is included in the price. Hinges, handles and key are missing.
",Doors,https://rotordc.com/shop/product/999dop666-double-door-in-wood-h-292-cm-x-w-65-cm-65-cm-left-55730?page=8&category=32,"['55730_4a5a56a.png', '7302_cb76630.png', '7303_cb76630.png', '7304_cb76630.png']",199.0,199.0,,,,,,,,,,0.0,,2022-10-28,BE,rotordc,fr,0,,"{'score': 0.017521636560559273, 'start': 45, 'end': 51, 'answer': ' wood.'}","{'score': 0.12371283769607544, 'start': 66, 'end': 99, 'answer': '\nHeight : 292 cm\nWidth : 65/65 cm'}","{'score': 0.0012727538123726845, 'start': 244, 'end': 254, 'answer': '\nLock case'}",Wood,Wood doorsets,Pr_30_59_24_97,"Roof, Slabs, Stairs","Door, Windows, Gates",Glass blocks and panels,
787,787,787,999DOP59482,Door in solid wood,25.0,kg,pc,"
Door in solid wood. 2 models : Model 1 : 
H 233 x W 82,5 cm
Thickness : 4,5 cm
Left
Good used condition, may  have a few scratches and small imperfections. A bit dusty, needs to be cleaned.
Handles and lock case are included in the price. key and hinges are missing.

Model 2 :

H 234,5 x W 88,5 cm
Thickness : 4,5 cm
Right

Good used condition, may  have a few scratches and small imperfections. White painted on one side. A bit dusty, needs to be cleaned.
Handles, key and lock case are included in the price. Hinges are missing.

 Location in door pavilion: B1
",Doors,https://rotordc.com/shop/product/door-in-solid-wood-54554?page=8&category=32,"['54554_13f8140.png', '5209_ab47246.png', '5210_ab47246.png', '5211_ab47246.png']",99.0,99.0,,,,,,,,,,0.0,,2022-10-28,BE,rotordc,fr,0,,"{'score': 0.7213402986526489, 'start': 8, 'end': 20, 'answer': ' solid wood.'}","{'score': 0.003314942354336381, 'start': 42, 'end': 60, 'answer': '\nH 233 x W 82,5 cm'}","{'score': 7.268750323419226e-06, 'start': 44, 'end': 48, 'answer': ' 233'}",Wood,Wood doorsets,Pr_30_59_24_97,"Roof, Slabs, Stairs","Door, Windows, Gates",Furnishings,
789,789,789,999DOP588A,Triple wooden doors with frosted glass panels cm x x cm,100.0,kg,pc,"
Location:C5 Triple wooden doors with frosted glass panels.

Dimensions : H 244 cm x ( 3 x 72 cm)
Thickness : 5 cm

A Quality
Good used condition. May have a few scratches and small chips. A bit dusty, needs to be cleaned. Handles and lock case (needs to be repaired) are included in the price. Key is missing. Please note one glass panel is missing
B Quality
Good used condition. One of the panels is broken and needs to be replaced. May have a few scratches and small chips. A bit dusty, needs to be cleaned.
Handles, lock case and key are included in the price.

 
",Doors,https://rotordc.com/shop/product/triple-wooden-doors-with-frosted-glass-panels-h-244-cm-x-3-x-72-cm-54523?page=8&category=32,"['54523_4022059.png', '5197_ab47246.png', '5198_ab47246.png', '5199_ab47246.png', '5200_ab47246.png', '5201_ab47246.png']",249.01,249.01,,,,,,,,,2022-12-26,0.0,,2022-10-28,BE,rotordc,fr,1,59.0,"{'score': 0.020041445270180702, 'start': 37, 'end': 59, 'answer': ' frosted glass panels.'}","{'score': 0.20636458694934845, 'start': 73, 'end': 97, 'answer': ' H 244 cm x ( 3 x 72 cm)'}","{'score': 1.0460146768309642e-05, 'start': 1, 'end': 12, 'answer': 'Location:C5'}",Architectural glass,Wood doorsets,Pr_30_59_24_97,"Roof, Slabs, Stairs","Door, Windows, Gates",Glass blocks and panels,59.0
795,795,795,999DOP695,Double door in oak wood . x x . cm – Right,50.0,kg,pc,"
Location in door pavilion: D2Double door in solid wood 'oak' with bevelled glass panes.Dimensions :Height : 201 cmWidth : 81 cmThickness : 4 cmGood used condition. All panels are intact. May have few scratches and small imperfections. A bit dusty, needs to be cleaned.Handles, hinges, lock case and key are included in the price.
",Doors,https://rotordc.com/shop/product/999dop695-double-door-in-oak-wood-h-201-5-x-2-x-80-5-cm-right-52594?page=8&category=32,"['52594_f0784d8.png', '7_2632f74.png', '8_2632f74.png', '9_2632f74.png', '10_2632f74.png']",349.0,199.0,,,,,,,,,,-150.0,,2022-10-28,BE,rotordc,fr,0,,"{'score': 0.5907050371170044, 'start': 55, 'end': 61, 'answer': "" 'oak'""}","{'score': 0.2932084798812866, 'start': 98, 'end': 137, 'answer': ' :Height : 201 cmWidth : 81 cmThickness'}","{'score': 0.016479628160595894, 'start': 260, 'end': 330, 'answer': ' cleaned.Handles, hinges, lock case and key are included in the price.'}",Wood,Wood doorsets,Pr_30_59_24_97,"Roof, Slabs, Stairs","Door, Windows, Gates",Furnishings,
798,798,798,999DOP613,"Wooden door , cm x , cm - Right",22.0,kg,pc,"
Wooden door. Painted on one side, varnished on the other side.
Two small hooks and a small latch are screwed on one side of the door.

Dimensions: H 207,5 cm x W 86,5 cm
Thickness: 3,5 cm
Right

A bit damaged, may have a few scratches and small chips. Quite dusty, needs to be cleaned.
Handles, hinges and key are missing.Location in door pavilion: B3
",Doors,https://rotordc.com/shop/product/999dop613-wooden-door-h-207-5-cm-x-86-5-cm-right-36344?page=8&category=32,"['36344_38ff266.png', '4039_92eaeaf.png', '4040_92eaeaf.png', '4041_92eaeaf.png', '4042_92eaeaf.png', '4043_92eaeaf.png']",59.0,59.0,,,,,,,,,2022-12-26,0.0,,2022-10-28,BE,rotordc,fr,1,59.0,"{'score': 0.6937815546989441, 'start': 1, 'end': 7, 'answer': 'Wooden'}","{'score': 0.6557753086090088, 'start': 147, 'end': 170, 'answer': ' H 207,5 cm x W 86,5 cm'}","{'score': 6.095041271692025e-08, 'start': 170, 'end': 194, 'answer': '\nThickness: 3,5 cm\nRight'}",Wood,Wood doorsets,Pr_30_59_24_97,"Roof, Slabs, Stairs","Door, Windows, Gates",Glass blocks and panels,59.0
1191,1191,1191,999DOP909,Double door in wood and textured glass x cm - Left,60.0,kg,pc,"
Location of door:B4Attributes:Material:Note:Double door panelVarnished woodGlass panelsTextured glassGeneral conditionMay have scratches and small chipped wood. Dusty, needs to be cleaned.Dimensions:Height205 cmWidth70 cm * 2 panelsThickness4 cmWeight60 kgDoor swing directionLeftHardware:HandlesYes  HingesNoLockcaseYesKeyNo
",Doors,https://rotordc.com/shop/product/999dop909-double-door-in-wood-and-textured-glass-h-205-x-w-140-cm-left-60051?category=32,"['60051_0394bae.png', '11808_699a8ad.png', '11809_699a8ad.png', '11810_699a8ad.png', '11811_699a8ad.png']",199.0,199.0,,,,,,,,,2022-12-26,0.0,,2022-12-26,BE,rotordc,fr,1,0.0,"{'score': 0.9568514227867126, 'start': 56, 'end': 81, 'answer': ' panelVarnished woodGlass'}","{'score': 0.14896349608898163, 'start': 180, 'end': 243, 'answer': ' cleaned.Dimensions:Height205 cmWidth70 cm * 2 panelsThickness4'}","{'score': 0.0345129556953907, 'start': 224, 'end': 243, 'answer': ' 2 panelsThickness4'}",Architectural glass,Wood doorsets,Pr_30_59_24_97,"Roof, Slabs, Stairs","Door, Windows, Gates",Glass blocks and panels,0.0
