,ID,Title,Weight,Weight_Units,Product_Units,Description,Category,URL,Imagefile,Initial_Price,Latest_Price,Initial_Stock,Stock_Now,Condition,Dates_Available,Material,Dimensions,Technical,Collection,Last_Up_On,Price_Change,Quantity_Change,Date,Country,Store,Language,Sold,Sold_After,material,dim,quantity_n,material_emb,Belgium_Raw,Belgium_Code,first_level,second_level,third_level,quantity_score,Length,Width,Height,SoldAfterDays
663,999DOP864,Door in wood x cm - Right,20.0,kg,pc,"
 



Location of door:


B1


















Attributes:


Material:


Note:







Wood


















General condition


Scratches, small holes and chipped wood.Good used conditions. Dusty, needs to be cleaned.


















Dimensions:










Height


203 cm







Width


79 cm







Thickness


5.5 cm







Weight


20 kg







Door swing direction


Right


















Hardware:










Handles


Yes







Hinges


No







Lockcase


Yes







Key


No







",Doors,https://rotordc.com/shop/product/999dop864-door-in-wood-w-79-x-h-203-cm-right-59840?category=32,"['59840_a3d2164.png', '10994_641d082.png', '10995_641d082.png', '10996_641d082.png']",99.0,99.0,,,,,,,,,2022-10-28,0.0,,2022-10-28,BE,rotordc,fr,1,0.0,"{'score': 0.964772641658783, 'start': 85, 'end': 90, 'answer': '\nWood'}","{'score': 0.25340554118156433, 'start': 258, 'end': 274, 'answer': '\nHeight\n\n\n203 cm'}","{'score': 0.10821785032749176, 'start': 337, 'end': 343, 'answer': '\n20 kg'}",Wood,Wood panelled door leaves,Pr_30_59_23_98,"Roof, Slabs, Stairs","Door, Windows, Gates",Glass blocks and panels,0.10821785032749176,,,,0.0
665,999DOP668,Double wooden door with decorative moulding x x cm – Left,60.0,kg,pc,"
Double wooden door with decorative moulding.

Dimensions :

Height : 229 cm
Width : 2 x 87 cmTotal Width: 174 cm +/-
Thickness : 3 cm

Good used condition. May have a few scratches and small imperfections. Paint is a bit cracked. Decorative mouldings are in wood. Painted in green and without moulding on the other side (as picture). A bit dusty, needs to be cleaned.

Lock case, handles, hinges and key are not included in the price.Door location: B6
",Doors,https://rotordc.com/shop/product/999dop668-double-wooden-door-with-decorative-moulding-h-229-x-2-x-87-cm-left-55736?category=32,"['55736_edf7bbc.png', '7295_62010e9.png', '7296_62010e9.png', '7297_62010e9.png', '7299_62010e9.png', '7300_62010e9.png']",239.0,239.0,,,,,,,,,,0.0,,2022-10-28,BE,rotordc,fr,0,,"{'score': 0.26534533500671387, 'start': 258, 'end': 264, 'answer': ' wood.'}","{'score': 0.46428126096725464, 'start': 60, 'end': 99, 'answer': '\nHeight : 229 cm\nWidth : 2 x 87 cmTotal'}","{'score': 0.0001950622972799465, 'start': 369, 'end': 380, 'answer': '\nLock case,'}",Architectural glass,Wood panelled door leaves,Pr_30_59_23_98,"Roof, Slabs, Stairs","Door, Windows, Gates",Furnishings,0.0001950622972799465,,,,
667,999DOP855,"Solid wooden door with glass panels , cm x , cm - Right",25.0,kg,pc,"




Location of door:


C1


















Attributes:


Material:


Note:







Solid wood


Chemically stripped of paint







Glass panels


Clear glass




General condition


Good used condition. Some scratches in the wood. Two glass panels are broken. Door frame not included in the price. Dusty, needs to be cleaned. One glass panel is missing.


















Dimensions:










Height


202,5 cm







Width


90,5 cm







Thickness


6,6 cm







Weight


25kg 







Door swing direction


Right


















Hardware:










Handels


No







Hinges


Yes







Lockcase


Yes







Key


No







",Doors,https://rotordc.com/shop/product/999dop855-solid-wooden-door-with-glass-panels-h-202-5-cm-x-w-90-5-cm-right-59790?category=32,"['59790_80c3e37.png', '10773_d251fa3.png', '10774_d251fa3.png', '10775_d251fa3.png', '10776_d251fa3.png']",119.0,119.0,,,,,,,,,2022-12-26,0.0,,2022-10-28,BE,rotordc,fr,1,59.0,"{'score': 0.9472753405570984, 'start': 84, 'end': 95, 'answer': '\nSolid wood'}","{'score': 0.2884853780269623, 'start': 396, 'end': 437, 'answer': '\nHeight\n\n\n202,5 cm\n\n\n\n\n\n\n\nWidth\n\n\n90,5 cm'}","{'score': 0.041174713522195816, 'start': 479, 'end': 484, 'answer': '\n25kg'}",Architectural glass,Wood panelled door leaves,Pr_30_59_23_98,"Roof, Slabs, Stairs","Door, Windows, Gates",Glass blocks and panels,0.041174713522195816,,,,59.0
668,999DOP854,"Solid wooden door with glass panels , cm x , cm - Right",25.0,kg,pc,"




Location of door:


C1


















Attributes:


Material:


Note:







Solid wood


Chemically stripped of paint







Glass panels


Clear glass




General condition


Good used condition. Some scratches. A hole in the door leaf. Door frame not included in the price. Dusty, needs to be cleaned. 


















Dimensions:










Height


219,5 cm







Width


88,5 cm







Thickness


3,5 cm







Weight


25kg 







Door swing direction


Right


















Hardware:










Handels


No







Hinges


No







Lockcase


Yes







Key


No







",Doors,https://rotordc.com/shop/product/999dop854-solid-wooden-door-with-glass-panels-h-219-5-cm-x-w-88-5-cm-right-59789?category=32,"['59789_dadbe17.png', '10763_2c308cc.png', '10764_2c308cc.png', '10765_2c308cc.png', '10766_2c308cc.png', '10767_2c308cc.png']",119.0,119.0,,,,,,,,,,0.0,,2022-10-28,BE,rotordc,fr,0,,"{'score': 0.9321865439414978, 'start': 84, 'end': 95, 'answer': '\nSolid wood'}","{'score': 0.22043870389461517, 'start': 353, 'end': 394, 'answer': '\nHeight\n\n\n219,5 cm\n\n\n\n\n\n\n\nWidth\n\n\n88,5 cm'}","{'score': 0.0811091735959053, 'start': 436, 'end': 441, 'answer': '\n25kg'}",Architectural glass,Wood panelled door leaves,Pr_30_59_23_98,"Roof, Slabs, Stairs","Door, Windows, Gates",Glass blocks and panels,0.0811091735959053,,,,
670,999DOP853,"Solid wooden door with glass panels , cm x , cm - Left",31.0,kg,pc,"




Location of door:


C1


















Attributes:


Material:


Note:







Solid wood


Chemically stripped of paint 







Glass panels


Textured and cleared glass




General condition


Good used condition. One glass panel is broken. Some scratches and broken part at the bottom of the door leaf. Door frame not included in the price. Dusty, needs to be cleaned. 


















Dimensions:










Height


222,9 cm







Width


88,6 cm







Thickness


3,6 cm







Weight


31kg 







Door swing direction


Left


















Hardware:










Handels


No







Hinges


No







Lockcase


Yes







Key


No







",Doors,https://rotordc.com/shop/product/999dop853-solid-wooden-door-with-glass-panels-h-222-9-cm-x-w-88-6-cm-left-59787?category=32,"['59787_e3085d3.png', '10758_25ef597.png', '10759_25ef597.png', '10760_25ef597.png', '10761_25ef597.png', '10762_25ef597.png']",99.0,99.0,,,,,,,,,,0.0,,2022-10-28,BE,rotordc,fr,0,,"{'score': 0.884149968624115, 'start': 84, 'end': 95, 'answer': '\nSolid wood'}","{'score': 0.12301595509052277, 'start': 418, 'end': 459, 'answer': '\nHeight\n\n\n222,9 cm\n\n\n\n\n\n\n\nWidth\n\n\n88,6 cm'}","{'score': 0.0015794436912983656, 'start': 501, 'end': 506, 'answer': '\n31kg'}",Architectural glass,Wood panelled door leaves,Pr_30_59_23_98,"Roof, Slabs, Stairs","Door, Windows, Gates",Glass blocks and panels,0.0015794436912983656,,,,
671,999DOP851,"Solid wooden cabinet door with mirrored glass panels cm x , cm - Left",30.0,kg,pc,"




Location of door:


C1


















Attributes:


Material:


Note:







Solid wood










Glass panels


Mirrored glass




General condition


Good used condition. Some scratches. Mirrored panel has imperfections due to age and storage. Door frame not included in the price. Dusty, needs to be cleaned. 


















Dimensions:










Height


211 cm







Width


64,1 cm







Thickness


3,3 cm







Weight


30kg







Door swing direction


Left


















Hardware:










Handels


No







Hinges


Yes


 




Lockcase


No


Floor lock




Key


No







",Doors,https://rotordc.com/shop/product/999dop851-solid-wooden-cabinet-door-with-mirrored-glass-panels-h-211-cm-x-w-64-1-cm-left-59785?page=2&category=32,"['59785_cd1a24f.png', '10743_80ce44b.png', '10744_80ce44b.png', '10745_80ce44b.png', '10746_80ce44b.png', '10747_80ce44b.png', '10748_80ce44b.png', '10749_80ce44b.png']",99.0,99.0,,,,,,,,,2022-12-26,0.0,,2022-10-28,BE,rotordc,fr,1,59.0,"{'score': 0.47776150703430176, 'start': 84, 'end': 95, 'answer': '\nSolid wood'}","{'score': 0.22638265788555145, 'start': 360, 'end': 399, 'answer': '\nHeight\n\n\n211 cm\n\n\n\n\n\n\n\nWidth\n\n\n64,1 cm'}","{'score': 0.01662725955247879, 'start': 441, 'end': 446, 'answer': '\n30kg'}",Structural glass,Wood panelled door leaves,Pr_30_59_23_98,Furnishings,"Door, Windows, Gates",Glass blocks and panels,0.01662725955247879,,,,59.0
672,,"Solid wooden door with glass panels cm x , cm - Left",30.0,kg,pc,"




Location of door:


C1


















Attributes:


Material:


Note:







Solid wood


Painted beige







Glass panels


Textured glass




General condition


Good used condition. Glass panels are broken. Some scratches and chipping of paint. Door frame not included in the price. Dusty, needs to be cleaned. 


















Dimensions:










Height


223 cm







Width


82,6 cm







Thickness


6 cm







Weight


30kg







Door swing direction


Left


















Hardware:










Handels


No







Hinges


No







Lockcase


No







Key


No







",Doors,https://rotordc.com/shop/product/solid-wooden-door-with-glass-panels-h-223-cm-x-w-82-6-cm-left-59784?page=2&category=32,"['59784_9312f6e.png', '10737_827e811.png', '10738_827e811.png', '10739_827e811.png', '10740_827e811.png']",99.0,99.0,,,,,,,,,,0.0,,2022-10-28,BE,rotordc,fr,0,,"{'score': 0.8353613018989563, 'start': 84, 'end': 95, 'answer': '\nSolid wood'}","{'score': 0.1785600483417511, 'start': 363, 'end': 402, 'answer': '\nHeight\n\n\n223 cm\n\n\n\n\n\n\n\nWidth\n\n\n82,6 cm'}","{'score': 0.02003335952758789, 'start': 442, 'end': 447, 'answer': '\n30kg'}",Architectural glass,Wood panelled door leaves,Pr_30_59_23_98,"Roof, Slabs, Stairs","Door, Windows, Gates",Glass blocks and panels,0.02003335952758789,,,,
673,999DOP849,"Solid wooden door , cm x , cm - Left",30.0,kg,pc,"




Location of door:


C1


















Attributes:


Material:


Note:







Solid wood


Painted beige















General condition


Good used condition. Some scratches and chipping of paint. Door frame not included in the price. Dusty, needs to be cleaned. 


















Dimensions:










Height


225,3 cm







Width


83,5 cm







Thickness


5,8 cm







Weight


30kg







Door swing direction


Left


















Hardware:










Handels


No







Hinges


No







Lockcase


No







Key


No







",Doors,https://rotordc.com/shop/product/999dop849-solid-wooden-door-h-225-3-cm-x-w-83-5-cm-left-59783?page=2&category=32,"['59783_0078609.png', '10734_5b3bb93.png', '10735_5b3bb93.png', '10736_5b3bb93.png']",119.0,119.0,,,,,,,,,,0.0,,2022-10-28,BE,rotordc,fr,0,,"{'score': 0.9169350266456604, 'start': 84, 'end': 95, 'answer': '\nSolid wood'}","{'score': 0.21911287307739258, 'start': 312, 'end': 353, 'answer': '\nHeight\n\n\n225,3 cm\n\n\n\n\n\n\n\nWidth\n\n\n83,5 cm'}","{'score': 0.08838602900505066, 'start': 395, 'end': 400, 'answer': '\n30kg'}",Wood,Wood panelled door leaves,Pr_30_59_23_98,"Roof, Slabs, Stairs","Door, Windows, Gates",Glass blocks and panels,0.08838602900505066,,,,
674,999DOP848,"Solid wooden door with glass panel , cm x , cm - Right",30.0,kg,pc,"




Location of door:


D3


















Attributes:


Material:


Note:







Solid wood


Painted beige







Glass panel


Textured glass




General condition


Good used condition. Some scratches and chipping of paint. Door frame not included in the price. Dusty, needs to be cleaned. 


















Dimensions:










Height


235,9 cm







Width


70,9 cm







Thickness


7,2 cm







Weight


30kg







Door swing direction


Right


















Hardware:










Handels


No







Hinges


No







Lockcase


No







Key


No







",Doors,https://rotordc.com/shop/product/999dop848-solid-wooden-door-with-glass-panel-h-235-9-cm-x-w-70-9-cm-right-59782?page=2&category=32,"['59782_b981307.png', '10729_000f7da.png', '10730_000f7da.png', '10731_000f7da.png', '10732_000f7da.png', '10733_000f7da.png']",99.0,99.0,,,,,,,,,2022-12-26,0.0,,2022-10-28,BE,rotordc,fr,1,59.0,"{'score': 0.692205548286438, 'start': 84, 'end': 95, 'answer': '\nSolid wood'}","{'score': 0.0816364586353302, 'start': 337, 'end': 378, 'answer': '\nHeight\n\n\n235,9 cm\n\n\n\n\n\n\n\nWidth\n\n\n70,9 cm'}","{'score': 0.03425657004117966, 'start': 420, 'end': 425, 'answer': '\n30kg'}",Architectural glass,Wood panelled door leaves,Pr_30_59_23_98,"Roof, Slabs, Stairs","Door, Windows, Gates",Glass blocks and panels,0.03425657004117966,,,,59.0
675,999DOP847,"Solid wooden door with glass panel , cm x , cm - Right",30.0,kg,pc,"
Location of door:D3Attributes:Material:Note:Solid woodPainted beigeGlass panelsTextured glassGeneral conditionGood used condition. Glass panel is broken. Some scratches. Door frame not included in the price. Dusty, needs to be cleaned. Dimensions:Height235,3 cmWidth74,5 cmThickness7,5 cmWeight30 kgDoor swing directionRightHardware:HandelsNoHingesNoLockcaseNoKeyNo
",Doors,https://rotordc.com/shop/product/999dop847-solid-wooden-door-with-glass-panel-h-235-3-cm-x-w-74-5-cm-right-59781?page=2&category=32,"['59781_eae1b92.png', '10724_68c6bdc.png', '10725_68c6bdc.png', '10726_68c6bdc.png', '10727_68c6bdc.png', '10728_68c6bdc.png']",99.0,99.0,,,,,,,,,,0.0,,2022-10-28,BE,rotordc,fr,0,,"{'score': 0.608940839767456, 'start': 12, 'end': 62, 'answer': ' door:D3Attributes:Material:Note:Solid woodPainted'}","{'score': 0.04774588346481323, 'start': 236, 'end': 271, 'answer': '\xa0Dimensions:Height235,3 cmWidth74,5'}","{'score': 0.017744513228535652, 'start': 286, 'end': 304, 'answer': ' cmWeight30 kgDoor'}",Architectural glass,Wood panelled door leaves,Pr_30_59_23_98,"Roof, Slabs, Stairs","Door, Windows, Gates",Glass blocks and panels,0.017744513228535652,,,,
676,999DOP846,"Solid wooden door with glass panels , cm x , cm - Right",30.0,kg,pc,"
Location of door:C1Attributes:Material:Note:Solid woodPainted beigeGlass panelsTextured glassGeneral conditionGood used condition. Some scratches. Door frame not included in the price. Dusty, needs to be cleaned. Dimensions:Height224,5 cmWidth82,6 cmThickness6 cmWeight30kgDoor swing directionRightHardware:HandelsNoHingesNoLockcaseNoKeyNo
",Doors,https://rotordc.com/shop/product/999dop846-solid-wooden-door-with-glass-panels-h-224-5-cm-x-w-82-6-cm-right-59780?page=2&category=32,"['59780_dd18b63.png', '10719_fae2367.png', '10720_fae2367.png', '10721_fae2367.png', '10722_fae2367.png', '10723_fae2367.png']",99.0,99.0,,,,,,,,,,0.0,,2022-10-28,BE,rotordc,fr,0,,"{'score': 0.8075449466705322, 'start': 12, 'end': 62, 'answer': ' door:C1Attributes:Material:Note:Solid woodPainted'}","{'score': 0.2330656349658966, 'start': 213, 'end': 261, 'answer': '\xa0Dimensions:Height224,5 cmWidth82,6 cmThickness6'}","{'score': 0.09803223609924316, 'start': 261, 'end': 278, 'answer': ' cmWeight30kgDoor'}",Architectural glass,Wood panelled door leaves,Pr_30_59_23_98,"Roof, Slabs, Stairs","Door, Windows, Gates",Glass blocks and panels,0.09803223609924316,,,,
