,ID,Title,Weight,Weight_Units,Product_Units,Description,Category,URL,Imagefile,Initial_Price,Latest_Price,Initial_Stock,Stock_Now,Condition,Dates_Available,Material,Dimensions,Technical,Collection,Last_Up_On,Price_Change,Quantity_Change,Date,Country,Store,Language,Sold,Sold_After,material,dim,quantity_n,material_emb,Belgium_Raw,Belgium_Code,first_level,second_level,third_level,quantity_score,Length,Width,Height,SoldAfterDays
1787,206LIG664,Ceiling light `` by,2.4,kg,pc,"
For more than 75 years, BEGA has been developing and producing high-quality luminaires for almost all areas of interior and exterior architecture to become generic terms for countless luminaires in the entire industry. This ceiling light '4760' by BEGA is made in cast aluminium and threading glass diffuser. Height12 cmDiameter36 cmSocket1 x E27 (max 150 W)  New. From overstock. Dusty, needs to be cleaned. Fittings and cable are original. There are small scratches and imperfections. Bulb is not included in the price.
",Lighting,https://rotordc.com/shop/product/206lig664-ceiling-light-4760-by-bega-60487?page=4&category=39,"['60487_e6f9d52.png', '13479_10054f8.png', '13480_10054f8.png', '13481_10054f8.png']",129.0,129.0,,,,,,,,,,0.0,,2023-06-20,BE,rotordc,fr,0,,"{'score': 0.8868557810783386, 'start': 264, 'end': 279, 'answer': ' cast aluminium'}","{'score': 0.6602980494499207, 'start': 309, 'end': 341, 'answer': '\xa0Height12 cmDiameter36 cmSocket1'}","{'score': 0.09220560640096664, 'start': 370, 'end': 381, 'answer': ' overstock.'}",Reflective glass,Ceiling light switches,Pr_65_72_97_16,"Roof, Slabs, Stairs","Floors, Ceiling","Lighting columns, brackets and bollards",0.09220560640096664,,,,
1793,206LIG655,Ceiling light ' by Milan,2.0,kg,pc,"
Ceiling light 'MI5571' by Milan in matt textured glass and chromed-plated steel Height16 cmDiameter26,5 cmSocket1 x E27 (max 100W)  New. From overstock. Dusty, needs to be cleaned. Fittings and cable are original. May have small scratches and imperfections. Bulb is not included in the price.
",Lighting,https://rotordc.com/shop/product/206lig655-ceiling-light-mi5571-by-milan-60475?page=4&category=39,"['60475_e6f9d52.png', '13432_6639300.png', '13433_6639300.png', '13434_6639300.png']",69.0,69.0,,,,,,,,,,0.0,,2023-06-20,BE,rotordc,fr,0,,"{'score': 0.588279128074646, 'start': 35, 'end': 80, 'answer': ' matt textured glass and chromed-plated steel'}","{'score': 0.6153250336647034, 'start': 80, 'end': 114, 'answer': ' Height16 cmDiameter26,5 cmSocket1'}","{'score': 0.10347827523946762, 'start': 104, 'end': 120, 'answer': ' cmSocket1 x E27'}",Architectural glass,Ceiling light switches,Pr_65_72_97_16,"Roof, Slabs, Stairs","Floors, Ceiling","Lighting columns, brackets and bollards",0.10347827523946762,,,,
1797,206LIG603,Ceiling light ' by Milan,3.6,kg,pc,"
Ceiling light 'MI5815' in frosted glass anodized finish steel by Milan. Height20 cmDiameter46 cmSocket1 x E27 New. From overstock. Dusty, needs to be cleaned. Fittings and cable are original. May have small scratches and imperfections. Bulb is not included in the price.
",Lighting,https://rotordc.com/shop/product/206lig603-ceiling-light-mi5815-by-milan-60407?page=4&category=39,"['60407_4c3f438.png', '13177_b86b234.png', '13178_b86b234.png', '13179_b86b234.png', '13180_b86b234.png']",99.0,99.0,,,,,,,,,,0.0,,2023-06-20,BE,rotordc,fr,0,,"{'score': 0.7951725125312805, 'start': 26, 'end': 62, 'answer': ' frosted glass anodized finish steel'}","{'score': 0.481906920671463, 'start': 72, 'end': 104, 'answer': '\xa0Height20 cmDiameter46 cmSocket1'}","{'score': 0.1498846709728241, 'start': 94, 'end': 110, 'answer': ' cmSocket1 x E27'}",Architectural glass,Ceiling light switches,Pr_65_72_97_16,"Roof, Slabs, Stairs","Floors, Ceiling","Lighting columns, brackets and bollards",0.1498846709728241,,,,
1806,206LIG634,Wall/Ceiling light 'Nona ' - White,0.87,kg,pc,"
Wall/Ceiling light 'Nona' in satin glass and white steel cap. Height14 cmBase Diameter15 cmSocket1 x E27 Never used, may have small imperfections due to storage. A bit dusty needs to be cleaned. Bulb is not included in the price. The fitting and electric system are renewed. 
",Lighting,https://rotordc.com/shop/product/206lig634-wall-ceiling-light-nona-white-60453?page=5&category=39,"['60453_913d520.png', '13383_ed975b5.png', '13384_ed975b5.png']",69.0,69.0,,,,,,,,,,0.0,,2023-06-20,BE,rotordc,fr,0,,"{'score': 0.6718366742134094, 'start': 29, 'end': 41, 'answer': ' satin glass'}","{'score': 0.524192214012146, 'start': 62, 'end': 99, 'answer': '\xa0Height14 cmBase Diameter15 cmSocket1'}","{'score': 0.2232026904821396, 'start': 89, 'end': 105, 'answer': ' cmSocket1 x E27'}",Coloured glass,Ceiling light switches,Pr_65_72_97_16,Furnishings,"Floors, Ceiling","Lighting columns, brackets and bollards",0.2232026904821396,,,,
1807,206LIG633,Wall/Ceiling light 'Nona ' - Sky blue,0.87,kg,pc,"
Wall/Ceiling light 'Nona' in satin glass and white steel cap. Height14 cmBase Diameter15 cmSocket1 x E27 Never used, may have small imperfections due to storage. A bit dusty needs to be cleaned. Bulb is not included in the price. The fitting and electric system are renewed. 
",Lighting,https://rotordc.com/shop/product/206lig633-wall-ceiling-light-nona-sky-blue-60452?page=5&category=39,"['60452_913d520.png', '13387_3c43a3e.png', '13388_3c43a3e.png']",69.0,69.0,,,,,,,,,,0.0,,2023-06-20,BE,rotordc,fr,0,,"{'score': 0.6718366742134094, 'start': 29, 'end': 41, 'answer': ' satin glass'}","{'score': 0.524192214012146, 'start': 62, 'end': 99, 'answer': '\xa0Height14 cmBase Diameter15 cmSocket1'}","{'score': 0.2232026904821396, 'start': 89, 'end': 105, 'answer': ' cmSocket1 x E27'}",Coloured glass,Ceiling light switches,Pr_65_72_97_16,"Roof, Slabs, Stairs","Floors, Ceiling","Lighting columns, brackets and bollards",0.2232026904821396,,,,
1808,206LIG632,Wall/Ceiling light 'Nona ' - Electric blue,0.87,kg,pc,"
Wall/Ceiling light 'Nona' in satin glass and white steel cap. Height14 cmBase Diameter15 cmSocket1 x E27 Never used, may have small imperfections due to storage. A bit dusty needs to be cleaned. Bulb is not included in the price. The fitting and electric system are renewed. 
",Lighting,https://rotordc.com/shop/product/206lig632-wall-ceiling-light-nona-electric-blue-60451?page=5&category=39,"['60451_913d520.png', '13385_7815038.png', '13386_7815038.png']",69.0,69.0,,,,,,,,,,0.0,,2023-06-20,BE,rotordc,fr,0,,"{'score': 0.6718366742134094, 'start': 29, 'end': 41, 'answer': ' satin glass'}","{'score': 0.524192214012146, 'start': 62, 'end': 99, 'answer': '\xa0Height14 cmBase Diameter15 cmSocket1'}","{'score': 0.2232026904821396, 'start': 89, 'end': 105, 'answer': ' cmSocket1 x E27'}",Coloured glass,Ceiling light switches,Pr_65_72_97_16,Other,"Floors, Ceiling",Power and lighting outlet products,0.2232026904821396,,,,
1860,206LIG564,Ceiling light ' by Milan,4.0,kg,pc,"
Ceiling light 'MI5818' in frosted glass anodized finish steel by Milan. Height20 cmDiameter35 cmSocket1 x E27, max 150 W New. From overstock. Dusty, needs to be cleaned. Fittings and cable are original. May have small scratches and imperfections. Bulb is not included in the price.
",Lighting,https://rotordc.com/shop/product/206lig564-ceiling-light-mi5818-by-milan-60337?page=8&category=39,"['60337_3fb8fd4.png', '12930_9562d73.png', '12931_9562d73.png', '12932_9562d73.png', '12933_9562d73.png']",69.0,69.0,,,,,,,,,,0.0,,2023-06-20,BE,rotordc,fr,0,,"{'score': 0.7679296135902405, 'start': 26, 'end': 62, 'answer': ' frosted glass anodized finish steel'}","{'score': 0.55649733543396, 'start': 72, 'end': 104, 'answer': '\xa0Height20 cmDiameter35 cmSocket1'}","{'score': 0.12547674775123596, 'start': 115, 'end': 121, 'answer': ' 150 W'}",Architectural glass,Ceiling light switches,Pr_65_72_97_16,"Roof, Slabs, Stairs","Floors, Ceiling","Lighting columns, brackets and bollards",0.12547674775123596,,,,
1861,206LIG563,Wall/Ceiling light by Big,1.2,kg,pc,"
Wall/Ceiling light in glass and plastic by Big. Height11,5 cmDiameter19 cmSocket1 x E27, max 100 WIndice protectionNo indication.  New. From overstock. Dusty, needs to be cleaned. Fittings and cable are original. May have small scratches and imperfections. Bulb is not included in the price.
",Lighting,https://rotordc.com/shop/product/206lig563-wall-ceiling-light-by-big-60336?page=8&category=39,"['60336_57c046a.png', '12927_60229f1.png', '12928_60229f1.png', '12929_60229f1.png']",39.0,39.0,,,,,,,,,,0.0,,2023-06-20,BE,rotordc,fr,0,,"{'score': 0.6370161771774292, 'start': 22, 'end': 40, 'answer': ' glass and plastic'}","{'score': 0.40273401141166687, 'start': 48, 'end': 82, 'answer': '\xa0Height11,5 cmDiameter19 cmSocket1'}","{'score': 0.051857639104127884, 'start': 93, 'end': 97, 'answer': ' 100'}",Architectural glass,Ceiling light switches,Pr_65_72_97_16,"Wall, Barriers, Pannels","Floors, Ceiling","Lighting columns, brackets and bollards",0.051857639104127884,,,,
1863,206LIG555,Ceiling light ' by Milan - White,3.0,kg,pc,"
Ceiling light 'MI5487' in frosted glass and metal base by Milan. 



Height


12 cm




Diameter


32 cm




Socket


2 x E27



 New. From overstock. Dusty, needs to be cleaned. Fittings and cable are original. May have small scratches and imperfections. Bulb is not included in the price.
",Lighting,https://rotordc.com/shop/product/206lig555-ceiling-light-mi5487-by-milan-white-60328?page=8&category=39,"['60328_a518d2b.png', '12907_105aa59.png', '12908_105aa59.png']",69.0,69.0,,,,,,,,,,0.0,,2023-06-20,BE,rotordc,fr,0,,"{'score': 0.8593859672546387, 'start': 26, 'end': 40, 'answer': ' frosted glass'}","{'score': 0.558684229850769, 'start': 69, 'end': 105, 'answer': '\nHeight\n\n\n12 cm\n\n\n\n\nDiameter\n\n\n32 cm'}","{'score': 0.14891450107097626, 'start': 118, 'end': 151, 'answer': '\n2 x E27\n\n\n\n\xa0New. From overstock.'}",Architectural glass,Ceiling light switches,Pr_65_72_97_16,"Roof, Slabs, Stairs","Floors, Ceiling","Lighting columns, brackets and bollards",0.14891450107097626,,,,
1877,206LIG525,Ceiling light by Milan - White ⌀ cm,1.6,kg,pc,"
Ceiling light by Milan Iluminación with satin textured glass and white-lacquered steel structure.Height10 cmDiameter36 cmSocket2x E27 (max 60 W) New from overstock, may have small imperfections due to storage. A bit dusty needs to be cleaned. Bulb is not included in the price. The fitting and electric system are original. 
",Lighting,https://rotordc.com/shop/product/206lig525-ceiling-light-by-milan-white-36-cm-60280?page=8&category=39,"['60280_fbd39d2.png', '12738_c5453bc.png', '12739_c5453bc.png', '12740_c5453bc.png', '12741_c5453bc.png']",59.0,59.0,,,,,,,,,,0.0,,2023-06-20,BE,rotordc,fr,0,,"{'score': 0.7562584280967712, 'start': 40, 'end': 61, 'answer': ' satin textured glass'}","{'score': 0.5986682772636414, 'start': 87, 'end': 130, 'answer': '\xa0structure.Height10 cmDiameter36 cmSocket2x'}","{'score': 0.23404225707054138, 'start': 119, 'end': 134, 'answer': ' cmSocket2x E27'}",Reflective glass,Ceiling light switches,Pr_65_72_97_16,Other,"Floors, Ceiling","Lighting columns, brackets and bollards",0.23404225707054138,,,,
