,Unnamed: 0,Title,Condition,eBKP_H,eBKP_H_EN,MateriuumCategory,Category,Category_1,Subcategory,Description,Material,Length,Width,Height,Diameter,Weight,Color,Energy_Efficiency,Availability,FirstPrice,PriceOnDemand,Quantity,Saved,LastPrice,LastUpOn,PriceChange,Sold,SoldAfter,Location,Provider,Store,ID,Country,Language,Imagefile,URL,eBKP_H_Generalized,ElementType,Price,Stock,Dimensions,material,dim,quantity_n
768,768,Radiator,used & cleaned,"['D05.01', 'D05.05']",Heating installations,,Gebäudetechnik & Sanitär,"Heizung, Klima & Lüftung",Heizkörper,"Material: Metall
Farbe: weiss
Montageart: Vertikal
Anschlüsse: rechts oder links
ohne Thermostat, Entlüftung/Entwässerung, Montagematerial
Zustand: allg. Gebrauchsspuren",Metal,6,39,100,,,,,02.02.2023,30.0,,,1970-01-01,30.0,2023-09-25 00:00:00.000,0.0,1.0,265.0,"Brügg, 2555",,useagain,80865,CH,de,1_%28104%29_570x570.jpg,https://www.useagain.ch/de/radiator-80865,D05,radiator,,,,"{'score': 0.9882006645202637, 'start': 9, 'end': 16, 'answer': ' Metall'}","{'score': 0.0003042177704628557, 'start': 62, 'end': 80, 'answer': ' rechts oder links'}","{'score': 1.215822322819804e-07, 'start': 147, 'end': 169, 'answer': ' allg. Gebrauchsspuren'}"
769,769,Handtuchradiator inkl. Steuerung JG 2009,"used, cleaned & tested","['D05.01', 'D05.05']",Heating installations,,Gebäudetechnik & Sanitär,"Heizung, Klima & Lüftung",Heizkörper,"prakt. neuwertiger Handtuchradiator (mit Öl gefüllt, inkl. Elektroheizung u Steuerung )  für Inselbetrieb,
von: ARBONIA FORSTER: BAGNOTHERM BTMW 180 R FIR 750mm; 1500 W
inkl. Infrarot Fernsteuerung - montagefertig
intern; Nr 1179/80 ; HP 81149",,5,75,180,,,,,30.09.2022,380.0,,,1970-01-01,380.0,1970-01-01 00:00:00.002,0.0,1.0,265.0,,,useagain,81149,CH,de,20210420_132857_570x570.jpg,https://www.useagain.ch/de/handtuchradiator-inkl.-steuerung-jg-2009-81149,D05,radiator,,,,"{'score': 0.00035553183988668025, 'start': 18, 'end': 35, 'answer': ' Handtuchradiator'}","{'score': 0.03696185722947121, 'start': 154, 'end': 161, 'answer': ' 750mm;'}","{'score': 0.0014634978724643588, 'start': 161, 'end': 168, 'answer': ' 1500 W'}"
770,770,Radiator / Konvektor,used & cleaned,"['D05.01', 'D05.05']",Heating installations,,Gebäudetechnik & Sanitär,"Heizung, Klima & Lüftung",Heizkörper,"Doppelwandradiator mit Lamellen in der Mitte
Farbe: Weiss
Montage: horizontal
Anschlüsse: beidseitig unten
Entlüftung und Entwässerung: rechts
Zustand: sichtbare Gebrauchsspuren, muss eventuell neu gestrichen werden",Metal,12,130,21,,,,,02.02.2023,60.0,,,1970-01-01,60.0,1970-01-01 00:00:00.000,0.0,1.0,265.0,"Brügg, 2555",,useagain,81082,CH,de,1a_570x570.png,https://www.useagain.ch/de/radiator-konvektor-81082,D05,radiator,,,,"{'score': 0.5681496262550354, 'start': 51, 'end': 57, 'answer': ' Weiss'}","{'score': 0.21631014347076416, 'start': 0, 'end': 44, 'answer': 'Doppelwandradiator mit Lamellen in der Mitte'}","{'score': 0.01039284747093916, 'start': 0, 'end': 44, 'answer': 'Doppelwandradiator mit Lamellen in der Mitte'}"
771,771,Zimmertürblatt,used & cleaned,['G01.05'],Internal pedestrian doors,,Ausbau,Türen & Tore,Innentüren,"gut erhaltenes Zimmertürblatt fourniert  (Kirsche?) 1 x mit Randfilet , Band: links; inkl. 1 Schlüssel",Wood,,89,"197,5",,,,,,150.0,,,1970-01-01,150.0,1970-01-01 00:00:00.000,0.0,1.0,271.0,,,useagain,79584,CH,de,20200115_081551_570x570.jpg,https://www.useagain.ch/de/zimmertuerblatt-79584,G01.05,door leaf,,,,"{'score': 0.015324526466429234, 'start': 0, 'end': 29, 'answer': 'gut erhaltenes Zimmertürblatt'}","{'score': 4.625242581823841e-06, 'start': 0, 'end': 39, 'answer': 'gut erhaltenes Zimmertürblatt fourniert'}","{'score': 0.016920050606131554, 'start': 51, 'end': 69, 'answer': ' 1 x mit Randfilet'}"
772,772,Zimmertürblatt fourniert,used & cleaned,['G01.05'],Internal pedestrian doors,,Ausbau,Türen & Tore,Innentüren,"gut erhaltenes Zimmertürblatt fourniert  (Kirsche?) 1 x mit Randfilet , Band: rechts; inkl. 1 Schlüssel",Wood,,89,"197,5",,,,,,150.0,,,1970-01-01,150.0,1970-01-01 00:00:00.000,0.0,1.0,271.0,,,useagain,79585,CH,de,20200115_082743_570x570.jpg,https://www.useagain.ch/de/zimmertuerblatt-fourniert-79585,G01.05,door leaf,,,,"{'score': 0.009605195373296738, 'start': 71, 'end': 77, 'answer': ' Band:'}","{'score': 4.66062829218572e-06, 'start': 0, 'end': 39, 'answer': 'gut erhaltenes Zimmertürblatt fourniert'}","{'score': 0.01714097335934639, 'start': 51, 'end': 69, 'answer': ' 1 x mit Randfilet'}"
773,773,2-flügl EV Türe aus 60er-jahren,used & cleaned,['G01.05'],Internal pedestrian doors,,Ausbau,Türen & Tore,Innentüren,"gut erhaltne Doppelflügeltüre ( war aussen als Windfang) ev auch für im Innern, mit EV, 1 Bart-Schlüssel, inkl. Rahmen (zerlegt); Rahmenaussenmasse: B: 200cm; H: 240 cm; Dicke:Flügel ohne braune Drücker (8,5cm)",Mixed,"15,5",184,230,,,,,,475.0,,,1970-01-01,475.0,2023-09-25 00:00:00.000,0.0,1.0,265.0,,,useagain,79750,CH,de,20200312_103848_570x570.jpg,https://www.useagain.ch/de/2-fluegl-ev-tuere-aus-60er-jahren-79750,G01.05,double leaf glass door,,,,"{'score': 8.718471508473158e-05, 'start': 129, 'end': 148, 'answer': ' Rahmenaussenmasse:'}","{'score': 0.04511145129799843, 'start': 148, 'end': 169, 'answer': ' B: 200cm; H: 240 cm;'}","{'score': 1.5436356761711068e-06, 'start': 87, 'end': 118, 'answer': ' 1 Bart-Schlüssel, inkl. Rahmen'}"
774,774,Dachdeckerausstieg Kupfer,,,,,Gebäudehülle & Konstruktion,Fenster,Dachfenster,"sehr gut erhaltener Dachdeckerausstieg / Dachfenster, Kupfer, mit EV Drahtglas für Ziegeldach, Rahmenaussenmasse: B:58cm, H: 95cm, (ohne Bleilappen gemessen)",Glass,,,,,,,,,115.0,,,1970-01-01,115.0,1970-01-01 00:00:00.000,0.0,1.0,18.0,,,useagain,79754,CH,de,,https://www.useagain.ch/de/dachdeckerausstieg-kupfer-79754,,,,,,"{'score': 0.884491503238678, 'start': 53, 'end': 61, 'answer': ' Kupfer,'}","{'score': 0.19297361373901367, 'start': 113, 'end': 130, 'answer': ' B:58cm, H: 95cm,'}","{'score': 8.648606126371305e-06, 'start': 0, 'end': 4, 'answer': 'sehr'}"
775,775,SALE -50% Fenster EgoKiefer 2-flügelig,,['Sonstiges'],,,Gebäudehülle & Konstruktion,Fenster,Fenster,"-Rahmen: Kunststoff und Fenstertüre: Holz
-Farbe: weiss
-Doppelverglasung
-Masse: B 134.5cm x H 125.5cm x T 6cm",Plastic,,,,,,,,09.08.2022,220.0,,,1970-01-01,220.0,1970-01-01 00:00:00.000,0.0,1.0,18.0,"Zürich, 8050",,useagain,81484,CH,de,,https://www.useagain.ch/de/sale-50-fenster-egokiefer-2-fluegelig-81484,,double leaf window,,,,"{'score': 0.030227702111005783, 'start': 56, 'end': 75, 'answer': '\r\n-Doppelverglasung'}","{'score': 0.6751703023910522, 'start': 84, 'end': 114, 'answer': ' B 134.5cm x H 125.5cm x T 6cm'}","{'score': 4.5839536255698476e-07, 'start': 86, 'end': 114, 'answer': ' 134.5cm x H 125.5cm x T 6cm'}"
776,776,Holzfenster 2-Flügelig,,['Sonstiges'],,,Gebäudehülle & Konstruktion,Fenster,Fenster,"Material: Holz/Glas
Farbe innen/aussen: weiss/ grau
Verglasung: 2-fach verglast 
Anschlag: dreh-kipp-rechts, links drehbar
Montagelöcher vorhanden
ohne Wetterschenkel, jedoch einige an Lager zum zuschneiden
Masse: B 114cm x H 169cm x T/D 6.5cm
Lichtmass: B 98cm x H 155.6cm",Glass,,,,,,,,,220.0,,,1970-01-01,220.0,1970-01-01 00:00:00.000,0.0,1.0,18.0,"Brügg, 2555",,useagain,79673,CH,de,,https://www.useagain.ch/de/holzfenster-2-fluegelig-79673,,double leaf window,,,,"{'score': 0.976568877696991, 'start': 9, 'end': 19, 'answer': ' Holz/Glas'}","{'score': 0.7136998772621155, 'start': 219, 'end': 249, 'answer': ' B 114cm x H 169cm x T/D 6.5cm'}","{'score': 1.623376738280058e-05, 'start': 179, 'end': 211, 'answer': ' einige an Lager zum zuschneiden'}"
777,777,Handtuchradiator JG 2005,used & cleaned,"['D05.01', 'D05.05']",Heating installations,,Gebäudetechnik & Sanitär,"Heizung, Klima & Lüftung",Heizkörper,"gut erhaltner Handtuchradiator bzw Badezimmerheizkörper von RUNTAL JG 2005. Anschlüsse unten, inkl. Montagematerial u Regler",Metal,"5,5",58,170,,,,,,325.0,,,1970-01-01,325.0,2023-09-25 00:00:00.000,0.0,1.0,265.0,,,useagain,81615,CH,de,20210628_150411_570x570.jpg,https://www.useagain.ch/de/handtuchradiator-jg-2005-81615,D05,radiator,,,,"{'score': 0.0012438840931281447, 'start': 0, 'end': 30, 'answer': 'gut erhaltner Handtuchradiator'}","{'score': 0.00018395735241938382, 'start': 75, 'end': 124, 'answer': ' Anschlüsse unten, inkl. Montagematerial u Regler'}","{'score': 2.272522215207573e-05, 'start': 0, 'end': 13, 'answer': 'gut erhaltner'}"
778,778,Badheizkörper,"used, cleaned & tested","['D05.01', 'D05.05']",Heating installations,,Gebäudetechnik & Sanitär,"Heizung, Klima & Lüftung",Heizkörper,Handtuchwärmer,Metal,190,"54,5","9,7",,,,,15.06.2022,500.0,,,1970-01-01,500.0,1970-01-01 00:00:00.000,0.0,1.0,265.0,"Zug, 6300",,useagain,81828,CH,de,sam_8367_570x570.jpg,https://www.useagain.ch/de/badheizkoerper-81828,D05,bathroom radiator,,,,"{'score': 0.04436609148979187, 'start': 0, 'end': 14, 'answer': 'Handtuchwärmer'}","{'score': 0.0385674387216568, 'start': 0, 'end': 14, 'answer': 'Handtuchwärmer'}","{'score': 0.019136980175971985, 'start': 0, 'end': 14, 'answer': 'Handtuchwärmer'}"
779,779,antike Zimmertüre gestämmt,used & cleaned,['G01.05'],Internal pedestrian doors,,Ausbau,Türen & Tore,Innentüren,"rel gut erhaltene Zimmertüre mit  4 Füllungen ; Band: links mit Bändern u Schliesskasten, ohne Schlüssel",Wood,3,81,208,,,,,,145.0,,,1970-01-01,145.0,1970-01-01 00:00:00.000,0.0,1.0,265.0,,,useagain,79808,CH,de,20200525_160938_570x570.jpg,https://www.useagain.ch/de/antike-zimmertuere-gestaemmt-79808,G01.05,room door,,,,"{'score': 0.011796941980719566, 'start': 47, 'end': 53, 'answer': ' Band:'}","{'score': 1.4232360626920126e-05, 'start': 47, 'end': 104, 'answer': ' Band: links mit Bändern u Schliesskasten, ohne Schlüssel'}","{'score': 0.07864603400230408, 'start': 33, 'end': 45, 'answer': ' 4 Füllungen'}"
780,780,6.8 m2 Parkett Eiche weiss lackiert,like new,"['G02.02', 'G03.02']",Building fit-out,,Ausbau,Boden - & Wandbeläge,Holzbeläge,"2 + 5/6 Pack Eichenparkett ( à 2,36m2 + 1,97m2) = 6.68m2;  aus Schweden von: KÄHRS;
 Eiche weiss lackiert  D : 1,5cm, B: 18,7cm, L: 210cm /pro Riemen
 (Neuwert ca Fr. 600.--) ( ca 60kg)
sowie  separat 21,5 lm Sockelleisten Eiche weiss lackiert fourniert ( 9 Stk à 2,4m) für Fr. 50.--",Wood,,,"1,5",,,,,,250.0,,,1970-01-01,250.0,2023-09-25 00:00:00.000,0.0,1.0,265.0,,,useagain,82100,CH,de,20211001_111221_%281%29_570x570.jpg,https://www.useagain.ch/de/6.8-m2-parkett-eiche-weiss-lackiert-82100,G,parquet,,,,"{'score': 0.20541897416114807, 'start': 12, 'end': 26, 'answer': ' Eichenparkett'}","{'score': 0.00016400327149312943, 'start': 106, 'end': 117, 'answer': ' D : 1,5cm,'}","{'score': 3.820791243924759e-05, 'start': 0, 'end': 12, 'answer': '2 + 5/6 Pack'}"
781,781,Flachrohrradiator (Prolux) 2-lagig,like new,"['D05.01', 'D05.05']",Heating installations,,Gebäudetechnik & Sanitär,"Heizung, Klima & Lüftung",Heizkörper,"Radiator

Hersteller: Prolux
Modell: N6-2050-30
Material: Stahl
Gewicht: ca: 170Kg
Farbe: Ral 9016 weiss
Ausführung/Abstand: 86 Elemente 2-lagig/30mm
Montageart: bodenstehend mittels 3x Standfüssen
Anschlüsse für Vor-/Rücklauf, Entlüftung, optional Entleerung
Maximale Betriebstemperatur: 110Â°C
geeignet für Warmwasserheizungsanlage
ungeeignet für Dampfheizungen!
Die Radioteren sind Neu und nie gebraucht worden, standen aber 5 Jahre in einem Lager

Genauere Informationen entnehmen Sie Bitte dem PDF!

Np pro Stk: 4463.-
Bei Interesse an dem ganzen Posten kann über den Preis verhandelt werden!",Metal,"14,6",258,50,,,,,,500.0,,,1970-01-01,500.0,1970-01-01 00:00:00.000,0.0,1.0,265.0,"Brügg, 2555",,useagain,82119,CH,de,20211006_145135_570x570.jpg,https://www.useagain.ch/de/flachrohrradiator-prolux-2-lagig-82119,D05,radiator,,,,"{'score': 0.9908121824264526, 'start': 57, 'end': 63, 'answer': ' Stahl'}","{'score': 0.28482741117477417, 'start': 124, 'end': 149, 'answer': ' 86 Elemente 2-lagig/30mm'}","{'score': 0.39601054787635803, 'start': 504, 'end': 523, 'answer': '\nNp pro Stk: 4463.-'}"
783,783,Glaswollisolation Von ISOVER,mixed,"['F01.02', 'F01.03', 'F01.04']",Roof coverings,,Gebäudehülle & Konstruktion,Konstruktion & Dächer,Dachhaut,1 Rolle  Glaswollisolation:(neu JG 2013) von ISOVER:  UNIROLL 035;,Glass,,,,,,,,,25.0,,,1970-01-01,25.0,1970-01-01 00:00:00.000,0.0,1.0,18.0,,,useagain,78217,CH,de,,https://www.useagain.ch/de/glaswollisolation-von-isover-78217,F01,roof tiles,,,,"{'score': 0.9537919759750366, 'start': 8, 'end': 31, 'answer': ' Glaswollisolation:(neu'}","{'score': 0.0024717736523598433, 'start': 53, 'end': 66, 'answer': ' UNIROLL 035;'}","{'score': 0.3343126177787781, 'start': 0, 'end': 7, 'answer': '1 Rolle'}"
784,784,Specksteinofen Lotus Maestro 173,used & cleaned,"['D05.02', 'D05.05']",Heating installations,,Gebäudetechnik & Sanitär,"Heizung, Klima & Lüftung",Öfen & Cheminées,"Schöner runder Specksteinofen des Qualitätsherstellers aus Dänemark Lotus Typ Maestro 6kw in der Höhe 173cm, Breit 56cm Tief 56cm, 566 kg Gewicht zzgl. weitere Speichersteine (total ca 900kg). 
Bodenplatte Edelstahl. 
Rauchrohr nach oben in schwarz mit Deckenrosette.
Preis bei abgebautem Ofen ab 14.3.22
Bei vorheriger Abholung und Eigenabbau 4000CHF.",Mixed,,,,,,,,,4500.0,,,1970-01-01,4500.0,2023-09-25 00:00:00.000,0.0,1.0,265.0,"Wabern, 3084",,useagain,82863,CH,de,img_4994_%281%29_570x570.jpg,https://www.useagain.ch/de/specksteinofen-lotus-maestro-173-82863,D05,oven,,,,"{'score': 0.7439453601837158, 'start': 14, 'end': 29, 'answer': ' Specksteinofen'}","{'score': 0.22124093770980835, 'start': 96, 'end': 130, 'answer': ' Höhe 173cm, Breit 56cm Tief 56cm,'}","{'score': 0.11077495664358139, 'start': 130, 'end': 192, 'answer': ' 566 kg Gewicht zzgl. weitere Speichersteine (total ca 900kg).'}"
785,785,Gelenkarmmarkise Mechanisch,,['E03.04'],"Sunshading, weather protection",,Gebäudehülle & Konstruktion,Fenster,Läden & Storen,"rel gut erhaltene Gelenkarmmarkise inkl.Montagekonsolen u Kurbel; B: Stoff: 277 ( 293 Total), hat noch Folie auf Gestänge, die abgezogen werden kann -( ist dann prakt. neu darunter)",Plastic,,,,,,,,,275.0,,,1970-01-01,275.0,1970-01-01 00:00:00.000,0.0,1.0,18.0,,,useagain,81627,CH,de,,https://www.useagain.ch/de/gelenkarmmarkise-mechanisch-81627,E03.04,,,,,"{'score': 0.8473643064498901, 'start': 68, 'end': 75, 'answer': ' Stoff:'}","{'score': 0.11563942581415176, 'start': 75, 'end': 79, 'answer': ' 277'}","{'score': 0.27134278416633606, 'start': 81, 'end': 85, 'answer': ' 293'}"
786,786,Heizwand doppelt von ARA,used & cleaned,"['D05.01', 'D05.05']",Heating installations,,Gebäudetechnik & Sanitär,"Heizung, Klima & Lüftung",Heizkörper,"neu gespritzte Heizwand von ARA, Doppelt mit 2 x Lamellen auf ganzer Höhe, 
mit Einrohranschluss unten rechts, 
Entlüftung oben links
Bitte beachten Sie, dass dieser Artikel nicht im Laden sondern im unbedienten lager ist. daher unbedingt mind 1 Tag vorher tel. geben, damit wir ihn hierher holen können - danke
Nr intertn: 8136 HP 76 468",Metal,11,90,49,,,,,21.06.2022,275.0,,,1970-01-01,275.0,2023-09-25 00:00:00.000,0.0,1.0,265.0,,,useagain,76468,CH,de,20180413_130556_570x570.jpg,https://www.useagain.ch/de/heizwand-doppelt-von-ara-76468,D05,heating,,,,"{'score': 0.08328958600759506, 'start': 0, 'end': 23, 'answer': 'neu gespritzte Heizwand'}","{'score': 0.005540899466723204, 'start': 32, 'end': 74, 'answer': ' Doppelt mit 2 x Lamellen auf ganzer Höhe,'}","{'score': 0.015282418578863144, 'start': 331, 'end': 338, 'answer': ' 76 468'}"
