,Unnamed: 0.1,Unnamed: 0,Title,Condition,eBKP_H,eBKP_H_EN,MateriuumCategory,Category,Category_1,Subcategory,Description,Material,Length,Width,Height,Diameter,Weight,Color,Energy_Efficiency,Availability,FirstPrice,PriceOnDemand,Quantity,Saved,LastPrice,LastUpOn,PriceChange,Sold,SoldAfter,Location,Provider,Store,ID,Country,Language,Imagefile,URL,eBKP_H_Generalized,ElementType,Price,Stock,Dimensions,material,dim,quantity_n,material_emb,Swiss_Raw,Swiss_Code,first_level,second_level,third_level
2300,3198,3198,Cuisine avec évier inox,used,['Sonstiges'],,Mobilier,Ausbau,Möbel & Einrichtungen,,Grande table d'exposition avec large plaque de verre,Stainless steel,0.0,160.0,59.5,,80kg,,,,0.0,1.0,1.0,1970-01-01,0.0,1970-01-01 00:00:00.000,91.0,1.0,39.0,,MAD,materiuum,2209-4963,CH,fr,"['https://materiuum.ch/wp-content/uploads/2022/11/2209-4963-a-1-600x450.jpg', 'https://materiuum.ch/wp-content/uploads/2022/11/2209-4963-b-2-600x800.jpg', 'https://materiuum.ch/wp-content/uploads/2022/11/2209-4963-c-2.jpg']",https://materiuum.ch/produit/380394-6/,,kitchen,,,,"{'score': 0.5792689919471741, 'start': 46, 'end': 52, 'answer': ' verre'}","{'score': 0.03349405527114868, 'start': 0, 'end': 52, 'answer': ""Grande table d'exposition avec large plaque de verre""}","{'score': 0.0014223512262105942, 'start': 0, 'end': 52, 'answer': ""Grande table d'exposition avec large plaque de verre""}",Sitka spruce,Domestic cooking equipment,Pr_40_70_24,Other,Other,"Floor plates, gratings and edgings"
2829,4013,4013,Küche einzeilig,"used, cleaned & tested",['G05.02'],Fitted kitchens,,Ausbau,Küchen & Gastronomie,Einbauküchen,"Einbauküche einzeilig
Hersteller: Veriset
Farbe: grau
Abdeckung: Spanplatte Kunstharz beschichtet

Geräte:
Kühlschrank: Electrolux, EK10 7000WL, Baujahr: 2020
Geschirrspüler: Fust, Novamatic GS 14.2, Erste Inbetriebnahme 2011
Backofen/Herd: Miele, H 251 E-55, Baujahr ca. 2000
Dampfabzug: Electrolux, DA GL55 30WE, Baujahr 2015",Mixed,60.0,342.0,"226,5",,,,,2023-03-08,1500.0,,,1970-01-01,1500.0,1970-01-01 00:00:00.000,0.0,1.0,0.0,"Brügg, 2555",,useagain,92167,CH,de,1_%28348%29_570x570.jpg,https://www.useagain.ch/de/kueche-einzeilig-92167,G05.02,kitchen,,,,"{'score': 0.23138704895973206, 'start': 75, 'end': 85, 'answer': ' Kunstharz'}","{'score': 1.4825290236331057e-05, 'start': 247, 'end': 259, 'answer': ' H 251 E-55,'}","{'score': 6.206294347066432e-05, 'start': 136, 'end': 144, 'answer': ' 7000WL,'}",Sitka spruce,Domestic cooking equipment,Pr_40_70_24,"Roof, Slabs, Stairs",Furnishings,"Floor plates, gratings and edgings"
3166,4372,4372,Cuisine équipée,used,['Sonstiges'],,Mobilier,Ausbau,Möbel & Einrichtungen,,"Plan de travail :265cm/60cm/3cm
Bloc partie basse 265cm/86cm/58cm
Partie haute : 265/76/33cm",Marble,0.0,347.0,60,,,,,,0.0,1.0,1.0,1970-01-01,0.0,1970-01-01 00:00:00.000,213.0,1.0,0.0,,CROIX D'OR,materiuum,2302-5812,CH,fr,"['https://materiuum.ch/wp-content/uploads/2023/04/2302-5812-a-600x450.jpg', 'https://materiuum.ch/wp-content/uploads/2023/04/2302-5812-b-600x800.jpg', 'https://materiuum.ch/wp-content/uploads/2023/04/2302-5812-c-600x800.jpg']",https://materiuum.ch/produit/345347337351/,,equipped kitchen,,,,"{'score': 0.02086655981838703, 'start': 31, 'end': 36, 'answer': '\nBloc'}","{'score': 0.13221709430217743, 'start': 0, 'end': 31, 'answer': 'Plan de travail :265cm/60cm/3cm'}","{'score': 0.02896304614841938, 'start': 15, 'end': 31, 'answer': ' :265cm/60cm/3cm'}",Sitka spruce,Domestic cooking equipment,Pr_40_70_24,Technical elements,Other,"Floor plates, gratings and edgings"
3186,4394,4394,Küche - orginal verpackt,like new,['G05.02'],Fitted kitchens,,Ausbau,Küchen & Gastronomie,Einbauküchen,"-magnolienweiss glanz
-original verpackt
-gratis passendes Wandregal dazu
-Lieferung möglich
-Siemensgeräte",Mixed,60.0,244.0,210,,,,,2023-03-24,9999.0,,,1970-01-01,9999.0,2023-09-25 00:00:00.000,0.0,1.0,15.0,,,useagain,83179,CH,de,csm_dsc03209_2a37cbdf69_570x570.jpg,https://www.useagain.ch/de/kueche-orginal-verpackt-83179,G05.02,kitchen,,,,"{'score': 0.130886048078537, 'start': 0, 'end': 21, 'answer': '-magnolienweiss glanz'}","{'score': 3.5700504668056965e-06, 'start': 58, 'end': 68, 'answer': ' Wandregal'}","{'score': 1.8664753952180035e-05, 'start': 21, 'end': 40, 'answer': '\n-original verpackt'}",Organic materials,Domestic cooking equipment,Pr_40_70_24,Furnishings,Furnishings,Trim products
3195,4403,4403,Meuble cuisine inox,used,['Sonstiges'],,Techniques,Sonstiges,Sonstiges,,"sans électroménager
Disponible en Juin 2024",Stainless steel,0.0,70.0,270,,.7kg,,,,425.0,0.0,1.0,1970-01-01,425.0,2023-09-25 00:00:00.000,90.0,0.0,,,ECO-CUI DEB,materiuum,2202-3389,CH,fr,"['https://materiuum.ch/wp-content/uploads/2023/04/2202-3389-a-600x450.jpg', 'https://materiuum.ch/wp-content/uploads/2023/04/2202-3389-b.jpg', 'https://materiuum.ch/wp-content/uploads/2023/04/2202-3389-c-600x800.jpg']",https://materiuum.ch/produit/347-10/,,kitchen furniture,,,,"{'score': 1.2646054301512777e-06, 'start': 0, 'end': 19, 'answer': 'sans électroménager'}","{'score': 1.8766080756904557e-05, 'start': 0, 'end': 19, 'answer': 'sans électroménager'}","{'score': 4.6503686462529004e-05, 'start': 0, 'end': 19, 'answer': 'sans électroménager'}",Porcelain,Domestic cooking equipment,Pr_40_70_24,Furnishings,Furnishings,"Floor plates, gratings and edgings"
3405,4633,4634,Küchenarbeitsplatte,gebraucht & gereinigt,"['G05.01', 'J02.02']",,,Ausbau,Küchen & Gastronomie,Einrichtungen,"Material: Granit Grigio Glox
Besonderheit: Ausschnitt für Chromstahlspüle und Armatur, inkl. Wasserablauf

Interne Artikelnummer: 112179",Natural stone,187.0,60.0,"3,5",,,gemischt,,2023-05-12,280.0,,,1970-01-01,280.0,2023-09-25 00:00:00.000,,0.0,35.0,"Münchenstein, 4142",,,92531,,,112179_2_570x570.jpg,https://www.useagain.ch/de/kuechenarbeitsplatte-92531,,,,,,"{'score': 0.9722439646720886, 'start': 9, 'end': 28, 'answer': ' Granit Grigio Glox'}","{'score': 0.00020408052660059184, 'start': 9, 'end': 28, 'answer': ' Granit Grigio Glox'}","{'score': 1.5501834695896832e-06, 'start': 9, 'end': 28, 'answer': ' Granit Grigio Glox'}",Sitka spruce,Domestic cooking equipment,Pr_40_70_24,"Roof, Slabs, Stairs","Covering, Finish","Floor plates, gratings and edgings"
3416,4645,4646,Küche - nur jährig -inkl . Geräte,,['G05.02'],,,,,,Neuwertige Küche in L-Form - wenig gebraucht und nurâ€¦,,,,,,,,,,6200.0,,,1970-01-01,6200.0,1970-01-01 00:00:00.000,,0.0,35.0,"Oberarth, 6414",,,77956,,,c7972074-f8ac-4c4b-bf2e-8f071707fd20_570x570.jpg,,,,,,,"{'score': 0.00033481145510450006, 'start': 28, 'end': 55, 'answer': ' wenig gebraucht und nurâ€¦'}","{'score': 0.05328148230910301, 'start': 19, 'end': 26, 'answer': ' L-Form'}","{'score': 0.010585364885628223, 'start': 28, 'end': 44, 'answer': ' wenig gebraucht'}",Sitka spruce,Domestic cooking equipment,Pr_40_70_24,"Roof, Slabs, Stairs","Floors, Ceiling","Floor plates, gratings and edgings"
3449,4678,4679,Küchenarbeitsplatte,gebraucht & gereinigt,['H03.05'],,,Ausbau,Küchen & Gastronomie,Apparate & Geräte,"Material: Granit Silver Cloud
Besonderheit: Ausschnitt für Chromstahlspüle und Wasserablauf

Interne Artikelnummer: 113492",Natural stone,217.0,61.0,3,,,,,2023-05-12,350.0,,,1970-01-01,350.0,2023-09-25 00:00:00.000,,0.0,35.0,"Münchenstein, 4142",,,92532,,,113492_570x570.jpg,https://www.useagain.ch/de/kuechenarbeitsplatte-92532,,,,,,"{'score': 0.9013888239860535, 'start': 9, 'end': 29, 'answer': ' Granit Silver Cloud'}","{'score': 0.0028573141898959875, 'start': 43, 'end': 91, 'answer': ' Ausschnitt für Chromstahlspüle und Wasserablauf'}","{'score': 6.2943040575191844e-06, 'start': 9, 'end': 29, 'answer': ' Granit Silver Cloud'}",Sitka spruce,Domestic cooking equipment,Pr_40_70_24,"Roof, Slabs, Stairs","Covering, Finish","Floor plates, gratings and edgings"
3630,4879,4880,Küchenarbeitsplatte,used & cleaned,"['G05.01', 'J02.02']",,Mobilier,Ausbau,Küchen & Gastronomie,Einrichtungen,"Material: Granit Grigio Glox
Besonderheit: Ausschnitt für Chromstahlspüle und Armatur, inkl. Wasserablauf

Interne Artikelnummer: 112179",Naturstein,187.0,60.0,"3,5",,,mixed,,2023-05-12,,,,,,2023-09-25 00:00:00.000,,0.0,,"Münchenstein, 4142",,useagain,92531,CH,de,112179_2_570x570.jpg,https://www.useagain.ch/de/kuechenarbeitsplatte-92531,,kitchen,280.0,,,"{'score': 0.9722439646720886, 'start': 9, 'end': 28, 'answer': ' Granit Grigio Glox'}","{'score': 0.00020408052660059184, 'start': 9, 'end': 28, 'answer': ' Granit Grigio Glox'}","{'score': 1.5501834695896832e-06, 'start': 9, 'end': 28, 'answer': ' Granit Grigio Glox'}",Sitka spruce,Domestic cooking equipment,Pr_40_70_24,"Roof, Slabs, Stairs","Covering, Finish","Floor plates, gratings and edgings"
3642,4892,4893,Küche - nur jährig -inkl . Geräte,,['G05.02'],Fitted kitchens,,,,,Neuwertige Küche in L-Form - wenig gebraucht und nur…,,,,,,,,,,,,,,,,,0.0,,"Oberarth, 6414",,useagain,77956,CH,de,c7972074-f8ac-4c4b-bf2e-8f071707fd20_570x570.jpg,,G05.02,kitchen,6200.0,,,"{'score': 2.249075987492688e-05, 'start': 28, 'end': 53, 'answer': ' wenig gebraucht und nur…'}","{'score': 0.047136444598436356, 'start': 19, 'end': 26, 'answer': ' L-Form'}","{'score': 0.008048285730183125, 'start': 28, 'end': 44, 'answer': ' wenig gebraucht'}",Sitka spruce,Domestic cooking equipment,Pr_40_70_24,"Roof, Slabs, Stairs","Floors, Ceiling","Floor plates, gratings and edgings"
3700,4950,4951,Küchenarbeitsplatte,used & cleaned,['H03.05'],"Catering kitchens: control fittings, appliances",Mobilier,Ausbau,Küchen & Gastronomie,Apparate & Geräte,"Material: Granit Silver Cloud
Besonderheit: Ausschnitt für Chromstahlspüle und Wasserablauf

Interne Artikelnummer: 113492",Naturstein,217.0,61.0,3,,,,,2023-05-12,,,,,,2023-09-25 00:00:00.000,,0.0,,"Münchenstein, 4142",,useagain,92532,CH,de,113492_570x570.jpg,https://www.useagain.ch/de/kuechenarbeitsplatte-92532,H03.05,kitchen,350.0,,,"{'score': 0.9013888239860535, 'start': 9, 'end': 29, 'answer': ' Granit Silver Cloud'}","{'score': 0.0028573141898959875, 'start': 43, 'end': 91, 'answer': ' Ausschnitt für Chromstahlspüle und Wasserablauf'}","{'score': 6.2943040575191844e-06, 'start': 9, 'end': 29, 'answer': ' Granit Silver Cloud'}",Sitka spruce,Domestic cooking equipment,Pr_40_70_24,"Roof, Slabs, Stairs","Covering, Finish","Floor plates, gratings and edgings"
3837,5232,5233,Küche - nur jährig -inkl . Geräte,,['G05.02'],Fitted kitchens,,,,,Neuwertige Küche in L-Form - wenig gebraucht und nur…,,,,,,,,,,,,,,,,,0.0,,"Oberarth, 6414",,useagain,77956,CH,de,c7972074-f8ac-4c4b-bf2e-8f071707fd20_570x570.jpg,,G05.02,kitchen,6200.0,,,"{'score': 2.249075987492688e-05, 'start': 28, 'end': 53, 'answer': ' wenig gebraucht und nur…'}","{'score': 0.047136444598436356, 'start': 19, 'end': 26, 'answer': ' L-Form'}","{'score': 0.008048285730183125, 'start': 28, 'end': 44, 'answer': ' wenig gebraucht'}",Sitka spruce,Domestic cooking equipment,Pr_40_70_24,"Roof, Slabs, Stairs","Floors, Ceiling","Floor plates, gratings and edgings"
3902,5306,5307,Küche - nur jährig -inkl . Geräte,,['G05.02'],Fitted kitchens,,,,,Neuwertige Küche in L-Form - wenig gebraucht und nur…,,,,,,,,,,,,,,,,,0.0,,"Oberarth, 6414",,useagain,77956,CH,de,c7972074-f8ac-4c4b-bf2e-8f071707fd20_570x570.jpg,,G05.02,kitchen,6200.0,,,"{'score': 2.249075987492688e-05, 'start': 28, 'end': 53, 'answer': ' wenig gebraucht und nur…'}","{'score': 0.047136444598436356, 'start': 19, 'end': 26, 'answer': ' L-Form'}","{'score': 0.008048285730183125, 'start': 28, 'end': 44, 'answer': ' wenig gebraucht'}",Sitka spruce,Domestic cooking equipment,Pr_40_70_24,"Roof, Slabs, Stairs","Floors, Ceiling","Floor plates, gratings and edgings"
4019,5423,5424,Küche einzeilig,"used, cleaned & tested",['G05.02'],Fitted kitchens,Mobilier,Ausbau,Küchen & Gastronomie,Einbauküchen,"Küche einzeilig mit Geräten
Hersteller: Loosli
Farbe: hellbraun
Abdeckung: Kunstharz
Herd mit Kochfeld von V-Zug, 2004
Kühlschrank V-Zug Perfect, 2010
Geschirrspüler Bauknecht GS 6511, 2006
Dampfabzug Electrolux

Die Geräte können durch andere in unserem Sortiment ausgetauscht werden.
Der Preis wird dadurch natürlich neu berechnet!",gemischt,,272.0,240,,,,,2023-08-10,,,,,1900.0,2023-09-25 00:00:00.000,,0.0,,"Brügg, 2555",,useagain,93069,CH,de,1_%28492%29_570x570.jpg,https://www.useagain.ch/de/kueche-einzeilig-93069,G05.02,kitchen,1900.0,,,"{'score': 0.8727120161056519, 'start': 74, 'end': 84, 'answer': ' Kunstharz'}","{'score': 3.038454394754808e-07, 'start': 53, 'end': 63, 'answer': ' hellbraun'}","{'score': 8.863613402354531e-06, 'start': 0, 'end': 27, 'answer': 'Küche einzeilig mit Geräten'}",Sitka spruce,Domestic cooking equipment,Pr_40_70_24,"Roof, Slabs, Stairs",Furnishings,"Floor plates, gratings and edgings"
4020,5424,5425,Gebrauchte Küche er Jahre,"used, cleaned & tested",['G05.02'],Fitted kitchens,Mobilier,Ausbau,Küchen & Gastronomie,Einbauküchen,"Die Küche wurde Anfang der 70er Jahre eingebaut, auf Mass. Hat dadurch diverse Gebrauchsspuren. Trotzdem in einem recht passablen Zustand. 
Gratis zum Abholen. 
Bei näheren Fragen, bitte melden!",gemischt,,,,,,white,,,,,,,0.0,2023-09-25 00:00:00.000,,0.0,,"Lanzenhäusern , 3148",,useagain,93047,CH,de,img_1214_%281%29_570x570.jpg,https://www.useagain.ch/de/gebrauchte-kueche-70er-jahre-93047,G05.02,kitchen,0.0,,,"{'score': 0.0003315029025543481, 'start': 48, 'end': 58, 'answer': ' auf Mass.'}","{'score': 0.08140469342470169, 'start': 48, 'end': 58, 'answer': ' auf Mass.'}","{'score': 0.14661070704460144, 'start': 52, 'end': 58, 'answer': ' Mass.'}",Granule,Domestic cooking equipment,Pr_40_70_24,"Roof, Slabs, Stairs",Furnishings,"Floor plates, gratings and edgings"
