,Unnamed: 0.1,Unnamed: 0,Title,Condition,eBKP_H,eBKP_H_EN,MateriuumCategory,Category,Category_1,Subcategory,Description,Material,Length,Width,Height,Diameter,Weight,Color,Energy_Efficiency,Availability,FirstPrice,PriceOnDemand,Quantity,Saved,LastPrice,LastUpOn,PriceChange,Sold,SoldAfter,Location,Provider,Store,ID,Country,Language,Imagefile,URL,eBKP_H_Generalized,ElementType,Price,Stock,Dimensions,material,dim,quantity_n,material_emb,Swiss_Raw,Swiss_Code,first_level,second_level,third_level
571,1388,1388,Gipsdecke mit Aluträgern und Lampen,defective,"['F01.02', 'F01.03', 'F01.04']",Roof coverings,,Gebäudehülle & Konstruktion,Konstruktion & Dächer,Dachhaut,45m2 Gipsplattendecke mit Aluträgern und Lampen Gratis bei Selbstabmontage,Mixed,,,,,,,,,10.0,,,1970-01-01,10.0,2023-09-25 00:00:00.000,0.0,1.0,265.0,"Goldiwil, 3624",,useagain,79309,CH,de,5bac5ebe-55e2-48a3-83b2-b7ded158af62_570x570.jpeg,https://www.useagain.ch/de/gipsdecke-mit-alutraegern-und-lampen-79309,F01,lamp,,,,"{'score': 0.9184471368789673, 'start': 4, 'end': 21, 'answer': ' Gipsplattendecke'}","{'score': 0.04321841523051262, 'start': 0, 'end': 4, 'answer': '45m2'}","{'score': 0.6004137992858887, 'start': 0, 'end': 4, 'answer': '45m2'}",Sitka spruce,Pendant luminaires,Pr_70_70_48_62,"Roof, Slabs, Stairs","Blocks, Panels, Fences, Bricks","Lighting columns, brackets and bollards"
756,1586,1586,Holz/Alu Fenster,used & cleaned,"['E03.01', 'F02.02']",Windows,,Gebäudehülle & Konstruktion,Fenster,Dachfenster,"Rahmenprofil: Holz-Aluminium
Farbe: weiss
Anschlag: Dreh-kipp-rechts
Verglasung: 2-fach, siehe letztes Photo
ohne Wetterschenkel
Zustand: allgm. Abnutzungen muss evtl neu gestrichen werden
Rahmenmass: B 113cm x H 174.5cm x T/D 5cm
Lichtmass: B 94.5cm x H 151.5cm",Metal,5.0,113.0,"174,5",,,,,2023-02-02,180.0,,,1970-01-01,180.0,1970-01-01 00:00:00.000,0.0,1.0,271.0,"Brügg, 2555",,useagain,80731,CH,de,hintergrund-horizontal-neu_%2810%29_570x570.jpg,https://www.useagain.ch/de/holz-alu-fenster-80731,E03.01,window,,,,"{'score': 0.682733416557312, 'start': 13, 'end': 28, 'answer': ' Holz-Aluminium'}","{'score': 0.09639283269643784, 'start': 202, 'end': 230, 'answer': ' 113cm x H 174.5cm x T/D 5cm'}","{'score': 0.00016163874533958733, 'start': 188, 'end': 200, 'answer': '\nRahmenmass:'}",Lignite,Pendant luminaires,Pr_70_70_48_62,"Roof, Slabs, Stairs","Blocks, Panels, Fences, Bricks","Lighting columns, brackets and bollards"
1296,2147,2147,Backofenlampe,"used, cleaned & tested",['Sonstiges'],,,Ausbau,Küchen & Gastronomie,Zubehör,"Hersteller: keine Angaben
Garantie: ohne Garantie
Masse: H: 6cm, B: 4,5cm, T: 3,5cm
Mängel: Gebrauchsspuren
Material: Glas
Zustand: occasion/gebraucht

Artikelnr:  112237",Mixed,3.0,4.0,6,,,,,2022-09-26,25.0,,,1970-01-01,25.0,2023-09-25 00:00:00.000,0.0,1.0,173.0,"Münchenstein, 4142",,useagain,90593,CH,de,112237_570x570.jpg,https://www.useagain.ch/de/backofenlampe-90593,,oven,,,,"{'score': 0.9811396598815918, 'start': 117, 'end': 122, 'answer': ' Glas'}","{'score': 0.8967339992523193, 'start': 56, 'end': 83, 'answer': ' H: 6cm, B: 4,5cm, T: 3,5cm'}","{'score': 0.3087378144264221, 'start': 56, 'end': 83, 'answer': ' H: 6cm, B: 4,5cm, T: 3,5cm'}",Sitka spruce,Pendant luminaires,Pr_70_70_48_62,Other,"Covering, Finish","Lighting columns, brackets and bollards"
1410,2261,2261,Pendelleuchte Regent,used,,,,Ausbau,Möbel & Einrichtungen,Möbel,"Wird am 24.01.2023 demontiert und übergeben

Pendelleuchte Regent; 1er Einheit mit Metallgehäuse und Aufhängun; Mehrere Einheiten können miteinander verbunden werden; mit Kompaktleuchstofflampe",,,,,,,,,,70.0,,,1970-01-01,70.0,1970-01-01 00:00:00.000,0.0,1.0,70.0,"Neuchâtel, 2000",,useagain,90431,CH,de,img_20220824_0944343_570x570.jpg,https://www.useagain.ch/de/pendelleuchte-regent-90431,,lighting,,,,"{'score': 0.1627114862203598, 'start': 82, 'end': 96, 'answer': ' Metallgehäuse'}","{'score': 0.002554486505687237, 'start': 82, 'end': 111, 'answer': ' Metallgehäuse und Aufhängun;'}","{'score': 0.44534578919410706, 'start': 66, 'end': 78, 'answer': ' 1er Einheit'}",Pisé,Pendant luminaires,Pr_70_70_48_62,"Wall, Barriers, Pannels",Other,"Lighting columns, brackets and bollards"
1411,2262,2262,Wandleuchte Regent,used,,,,Ausbau,Möbel & Einrichtungen,Möbel,"Wird am 24.01.2023 demontiert und übergeben

Wandleuchte Regent mit direkter und indirekter Beleuchtung; Metallgehäuse und Kompaktleuchtstofflampe. Rahmenfarbe Grau",,,,,,,,,,60.0,,,1970-01-01,60.0,1970-01-01 00:00:00.000,0.0,1.0,70.0,"Neuchâtel, 2000",,useagain,90432,CH,de,img_20220824_1023394_570x570.jpg,https://www.useagain.ch/de/wandleuchte-regent-90432,,wall light,,,,"{'score': 0.9071887135505676, 'start': 104, 'end': 118, 'answer': ' Metallgehäuse'}","{'score': 0.0013053826987743378, 'start': 104, 'end': 147, 'answer': ' Metallgehäuse und Kompaktleuchtstofflampe.'}","{'score': 1.30781450025097e-06, 'start': 7, 'end': 18, 'answer': ' 24.01.2023'}",Pisé,Pendant luminaires,Pr_70_70_48_62,"Wall, Barriers, Pannels","Blocks, Panels, Fences, Bricks",Walling units
1446,2297,2297,Keller Spiegelschrank mit Beleuchtung,"used, cleaned & tested",['J01.02'],Use-specific furniture,,Gebäudetechnik & Sanitär,Sanitär,Badezimmermöbel,"Hersteller: Keller
Garantie: ohne Garantie
Masse: H: 68cm B: 45cm T: 10cm 
Mängel: Gebrauchsspuren
Material: gemischt
Spezifikation: mit Beleuchtung + Doppelt bespiegelt
Zustand: occasion/gebraucht

Artikelnr: 112398",Mixed,10.0,45.0,68,,,white,,2022-11-17,109.0,,,1970-01-01,109.0,1970-01-01 00:00:00.000,0.0,1.0,128.0,"Münchenstein, 4142",,useagain,91334,CH,de,112398_570x570.jpg,https://www.useagain.ch/de/keller-spiegelschrank-mit-beleuchtung-91334,J01.02,cabinet,,,,"{'score': 0.9859197735786438, 'start': 108, 'end': 117, 'answer': ' gemischt'}","{'score': 0.7588124871253967, 'start': 49, 'end': 73, 'answer': ' H: 68cm B: 45cm T: 10cm'}","{'score': 0.013872702606022358, 'start': 42, 'end': 73, 'answer': '\nMasse: H: 68cm B: 45cm T: 10cm'}",Sitka spruce,Pendant luminaires,Pr_70_70_48_62,"Roof, Slabs, Stairs","Floors, Ceiling","Lighting columns, brackets and bollards"
1601,2452,2452,Wandlampe,"used, cleaned & tested","['D01.05', 'J01.03']",Electrical installations,,Gebäudetechnik & Sanitär,Elektro & Leuchten,Leuchten & Lampen,"Hersteller: keine Angaben
Garantie: ohne Garantie
Mängel: Gebrauchsspuren
Zustand: occasion/gebraucht

Artikel Nr: 112240",,,,,,,,,2022-10-06,12.0,,,1970-01-01,12.0,1970-01-01 00:00:00.000,0.0,1.0,11.0,"Münchenstein, 4142",,useagain,90799,CH,de,112240_570x570.jpg,https://www.useagain.ch/de/wandlampe-90799,D01,lamp,,,,"{'score': 0.0023822791408747435, 'start': 25, 'end': 49, 'answer': '\nGarantie: ohne Garantie'}","{'score': 3.4017568395938724e-05, 'start': 11, 'end': 25, 'answer': ' keine Angaben'}","{'score': 0.0040853084065020084, 'start': 114, 'end': 121, 'answer': ' 112240'}",Sitka spruce,Pendant luminaires,Pr_70_70_48_62,Furnishings,Furnishings,"Lighting columns, brackets and bollards"
1686,2537,2537,Leuchtmittel,"used, cleaned & tested","['D01.05', 'J01.03']",Electrical installations,,Gebäudetechnik & Sanitär,Elektro & Leuchten,Leuchten & Lampen,"Hersteller: Osram
Garantie: ohne Garantie
Mängel: Gebrauchsspuren
Zustand: occasion/gebraucht

Artikel Nr: 111665",,,,,,,,,2022-10-06,5.0,,,1970-01-01,5.0,2023-09-25 00:00:00.000,0.0,1.0,24.0,"Münchenstein, 4142",,useagain,90792,CH,de,111665_570x570.jpg,https://www.useagain.ch/de/led-leuchtmittel-90792,D01,LED,,,,"{'score': 0.00018869312771130353, 'start': 11, 'end': 17, 'answer': ' Osram'}","{'score': 5.4527914471691474e-05, 'start': 11, 'end': 17, 'answer': ' Osram'}","{'score': 0.00041882533696480095, 'start': 94, 'end': 113, 'answer': '\nArtikel Nr: 111665'}",Lignite,Pendant luminaires,Pr_70_70_48_62,Technical elements,"Floors, Ceiling",Power and lighting outlet products
1688,2539,2539,Deckenleuchte,"used, cleaned & tested","['D01.05', 'J01.03']",Electrical installations,,Gebäudetechnik & Sanitär,Elektro & Leuchten,Leuchten & Lampen,"Hersteller: keine Angaben
Garantie: ohne Garantie
Mängel: Gebrauchsspuren
Material: gemischt
Zustand: occasion/gebraucht

Artikel Nr: 107896",,,,,,,,,,3.0,,,1970-01-01,3.0,1970-01-01 00:00:00.000,0.0,1.0,24.0,"Münchenstein, 4142",,useagain,91155,CH,de,107896_1_570x570.jpg,https://www.useagain.ch/de/deckenleuchte-91155,D01,ceiling light,,,,"{'score': 0.9866594076156616, 'start': 83, 'end': 92, 'answer': ' gemischt'}","{'score': 2.969129491248168e-05, 'start': 83, 'end': 92, 'answer': ' gemischt'}","{'score': 0.005451738368719816, 'start': 83, 'end': 140, 'answer': ' gemischt\nZustand: occasion/gebraucht\n\nArtikel Nr: 107896'}",Sitka spruce,Pendant luminaires,Pr_70_70_48_62,Furnishings,Furnishings,Power and lighting outlet products
1695,2546,2546,Lampenfassung,"used, cleaned & tested","['D01.02', 'D01.08', 'D02.07', 'Sonstiges']",Electrical installations,,Gebäudetechnik & Sanitär,Elektro & Leuchten,Zubehör,"Hersteller: keine Angaben
Garantie: ohne Garantie
Mängel: Gebrauchsspuren
Material: gemischt
Zustand: occasion/gebraucht

Artikel Nr: 111871",Mixed,,,,,,mixed,,2022-10-24,5.0,,,1970-01-01,5.0,2023-09-25 00:00:00.000,0.0,1.0,173.0,"Münchenstein, 4142",,useagain,91161,CH,de,111871_570x570.jpg,https://www.useagain.ch/de/lampenfassung-91161,D01,lamp,,,,"{'score': 0.9863914847373962, 'start': 83, 'end': 92, 'answer': ' gemischt'}","{'score': 3.113680213573389e-05, 'start': 83, 'end': 92, 'answer': ' gemischt'}","{'score': 0.010414646938443184, 'start': 83, 'end': 92, 'answer': ' gemischt'}",Sitka spruce,Pendant luminaires,Pr_70_70_48_62,Technical elements,Furnishings,"Lighting columns, brackets and bollards"
1747,2598,2598,Einloch-Winkelträger,"used, cleaned & tested","['D05.06', 'D06.06', 'D07.06', 'D11.01', 'D11.02', 'D11.03', 'D11.04', 'D11.05', 'G05.07', 'I02.06', 'I03.08', 'I03.09', 'Sonstiges']",Special utility installations,,Sonstiges,Sonstiges,Sonstiges,"Hersteller: Keine Angaben
Garantie: ohne Garantie
Masse: H: 7 cm, B: 41,5 cm, T: 0,4 cm
Mängel: Gebrauchsspuren
Material: Metall
Zustand: occasion/gebraucht

Artikelnr:  111361",Metal,0.0,41.0,7,,,,,2022-10-03,6.0,,,1970-01-01,6.0,2023-09-25 00:00:00.000,0.0,1.0,173.0,"Münchenstein, 4142",,useagain,90696,CH,de,111361_570x570.jpg,https://www.useagain.ch/de/einloch-winkeltraeger-90696,D11,,,,,"{'score': 0.9872687458992004, 'start': 121, 'end': 128, 'answer': ' Metall'}","{'score': 0.825423002243042, 'start': 56, 'end': 87, 'answer': ' H: 7 cm, B: 41,5 cm, T: 0,4 cm'}","{'score': 0.29798564314842224, 'start': 56, 'end': 87, 'answer': ' H: 7 cm, B: 41,5 cm, T: 0,4 cm'}",Lignite,Pendant luminaires,Pr_70_70_48_62,Technical elements,"Covering, Finish","Lighting columns, brackets and bollards"
1826,2677,2677,Zimmer- od . Abtrenntüre mit Rahmen,used & cleaned,['G01.05'],Internal pedestrian doors,,Ausbau,Türen & Tore,Innentüren,"Zimmer- od. Abtrenntüre mit Rahmen, Band: rechts, mit 1 Bartschlüssel, Rahmenaussenmasse: B:93cm; H: 210cm
Bitte beachten Sie, dass dieser Artikel nicht im Laden sondern im unbedienten lager ist. daher unbedingt mind 1 Tag vorher tel. geben, damit wir ihn hierher holen können - danke",Wood,,75.0,200,,,,,,260.0,,,1970-01-01,260.0,1970-01-01 00:00:00.000,0.0,1.0,179.0,,,useagain,77930,CH,de,20190121_112429_570x570.jpg,https://www.useagain.ch/de/zimmer-od.-abtrenntuere-mit-rahmen-77930,G01.05,interior doors,,,,"{'score': 1.0277354704157915e-05, 'start': 172, 'end': 195, 'answer': ' unbedienten lager ist.'}","{'score': 0.678950846195221, 'start': 89, 'end': 106, 'answer': ' B:93cm; H: 210cm'}","{'score': 1.2816237358492799e-05, 'start': 53, 'end': 70, 'answer': ' 1 Bartschlüssel,'}",Encaustic,Pendant luminaires,Pr_70_70_48_62,"Wall, Barriers, Pannels","Door, Windows, Gates",Glass blocks and panels
1910,2761,2761,Unterbauleuchte Regent,"used, cleaned & tested","['D01.05', 'J01.03']",Electrical installations,,Gebäudetechnik & Sanitär,Elektro & Leuchten,Leuchten & Lampen,"Hersteller: keine Angaben
Garantie: ohne Garantie
Mängel: Gebrauchsspuren
Material: gemischt
Spannung: 230 V
Zustand: occasion/gebraucht

Artikel Nr: 110103",Mixed,,,,,,mixed,,2022-10-24,15.0,,,1970-01-01,7.0,2023-09-25 00:00:00.000,0.0,1.0,173.0,"Münchenstein, 4142",,useagain,91156,CH,de,110103_1_570x570.jpg,https://www.useagain.ch/de/unterbauleuchte-regent-91156,D01,lighting,,,,"{'score': 0.9867983460426331, 'start': 83, 'end': 92, 'answer': ' gemischt'}","{'score': 0.00022161232482176274, 'start': 102, 'end': 108, 'answer': ' 230 V'}","{'score': 0.03994518518447876, 'start': 83, 'end': 92, 'answer': ' gemischt'}",Pisé,Pendant luminaires,Pr_70_70_48_62,"Wall, Barriers, Pannels","Floors, Ceiling","Lighting columns, brackets and bollards"
1911,2762,2762,Einbauleuchte,"used, cleaned & tested","['D01.05', 'J01.03']",Electrical installations,,Gebäudetechnik & Sanitär,Elektro & Leuchten,Leuchten & Lampen,"Hersteller: Planlicht
Garantie: ohne Garantie
Masse: H: 10 cm, B: 61,4 cm, T: 8,6 cm
Mängel: Gebrauchsspuren
Material: gemischt
Zustand: occasion/gebraucht

Artikel Nr: 111402",Mixed,8.0,61.0,10,,,mixed,,2022-10-03,50.0,,,1970-01-01,25.0,2023-09-25 00:00:00.000,0.0,1.0,173.0,"Münchenstein, 4142",,useagain,90736,CH,de,111402_570x570.jpg,https://www.useagain.ch/de/led-einbauleuchte-90736,D01,LED,,,,"{'score': 0.9828120470046997, 'start': 118, 'end': 127, 'answer': ' gemischt'}","{'score': 0.059937041252851486, 'start': 55, 'end': 84, 'answer': ' 10 cm, B: 61,4 cm, T: 8,6 cm'}","{'score': 0.02159082144498825, 'start': 55, 'end': 84, 'answer': ' 10 cm, B: 61,4 cm, T: 8,6 cm'}",Reflective glass,Pendant luminaires,Pr_70_70_48_62,Furnishings,Furnishings,Power and lighting outlet products
