,Unnamed: 0.1,Unnamed: 0,Title,Condition,eBKP_H,eBKP_H_EN,MateriuumCategory,Category,Category_1,Subcategory,Description,Material,Length,Width,Height,Diameter,Weight,Color,Energy_Efficiency,Availability,FirstPrice,PriceOnDemand,Quantity,Saved,LastPrice,LastUpOn,PriceChange,Sold,SoldAfter,Location,Provider,Store,ID,Country,Language,Imagefile,URL,eBKP_H_Generalized,ElementType,Price,Stock,Dimensions,material,dim,quantity_n,material_emb,Swiss_Raw,Swiss_Code,first_level,second_level,third_level
2157,3013,3013,Geschirrspüler V-Zug Adora,"used, cleaned & tested",['H03.05'],"Catering kitchens: control fittings, appliances",,Ausbau,Küchen & Gastronomie,Apparate & Geräte,Produkte-Nr. 2845,,,,,,,,,2022-12-13,520.0,,,1970-01-01,520.0,1970-01-01 00:00:00.000,0.0,1.0,65.0,"Zürich, 8050",,useagain,91512,CH,de,2845-3_570x570.jpg,https://www.useagain.ch/de/geschirrspueler-v-zug-adora-jg-2019-91512,H03.05,dishwasher,,,,"{'score': 0.0007966619450598955, 'start': 0, 'end': 17, 'answer': 'Produkte-Nr. 2845'}","{'score': 0.00015500400331802666, 'start': 12, 'end': 17, 'answer': ' 2845'}","{'score': 0.6282610893249512, 'start': 12, 'end': 17, 'answer': ' 2845'}",Sitka spruce,Dish and utensil washers,Pr_40_70_21_22,Technical elements,Other,Fastener products
2294,3152,3152,Geschirrspüler cm,"used, cleaned & tested",['H03.05'],"Catering kitchens: control fittings, appliances",,Ausbau,Küchen & Gastronomie,Apparate & Geräte,"Einbaugeschirrspüler
Hersteller: Bauknecht
Modell: GS 6511
Energieklasse: AAA
1. Inbetriebnahme: 2010
Farbe: weiss
Bauform: Einbau / CH-Norm
Anschluss: 230V
Bedienungsanleitung als pdf",,,,,,,,,2023-01-23,170.0,,,1970-01-01,170.0,1970-01-01 00:00:00.000,0.0,1.0,3.0,"Brügg, 2555",,useagain,91720,CH,de,_dsc9836_570x570.jpg,https://www.useagain.ch/de/geschirrspueler-55cm-91720,H03.05,dishwasher,,,,"{'score': 0.0020950911566615105, 'start': 108, 'end': 114, 'answer': ' weiss'}","{'score': 1.0397731784905773e-05, 'start': 0, 'end': 20, 'answer': 'Einbaugeschirrspüler'}","{'score': 4.19060597778298e-06, 'start': 50, 'end': 58, 'answer': ' GS 6511'}",Sitka spruce,Dish and utensil washers,Pr_40_70_21_22,Technical elements,Other,"Floor plates, gratings and edgings"
2412,3593,3593,Geschirrspüler V-Zug Adora,"used, cleaned & tested",['H03.05'],"Catering kitchens: control fittings, appliances",,Ausbau,Küchen & Gastronomie,Apparate & Geräte,Produkte-Nr. 2898,Mixed,57.0,55.0,75,,,,,2023-01-24,190.0,,,1970-01-01,190.0,1970-01-01 00:00:00.000,0.0,1.0,89.0,"Zürich, 8050",,useagain,91759,CH,de,2898-2_570x570.jpg,https://www.useagain.ch/de/geschirrspueler-v-zug-adora-91759,H03.05,dishwasher,,,,"{'score': 0.0017555581871420145, 'start': 12, 'end': 17, 'answer': ' 2898'}","{'score': 0.00017716403817757964, 'start': 12, 'end': 17, 'answer': ' 2898'}","{'score': 0.4830874502658844, 'start': 12, 'end': 17, 'answer': ' 2898'}",Sitka spruce,Dish and utensil washers,Pr_40_70_21_22,Technical elements,Other,Fastener products
2422,3604,3604,Geschirrspüler V-Zug Adora,"used, cleaned & tested",['H03.05'],"Catering kitchens: control fittings, appliances",,Ausbau,Küchen & Gastronomie,Apparate & Geräte,Produkte-Nr. 2855,,57.0,54.0,75,,,,,2022-12-06,160.0,,,1970-01-01,160.0,1970-01-01 00:00:00.000,0.0,1.0,104.0,"Zürich, 8050",,useagain,91460,CH,de,2855-2_570x570.jpg,https://www.useagain.ch/de/geschirrspueler-v-zug-adora-91460,H03.05,dishwasher,,,,"{'score': 0.0010182306868955493, 'start': 0, 'end': 17, 'answer': 'Produkte-Nr. 2855'}","{'score': 0.0002887382870540023, 'start': 12, 'end': 17, 'answer': ' 2855'}","{'score': 0.7807411551475525, 'start': 12, 'end': 17, 'answer': ' 2855'}",Sitka spruce,Dish and utensil washers,Pr_40_70_21_22,Technical elements,Other,Fastener products
2439,3621,3621,Geschirrspüler - Fors,"used, cleaned & tested",['H03.05'],"Catering kitchens: control fittings, appliances",,Ausbau,Küchen & Gastronomie,Apparate & Geräte,"Garantie: 6 Monate
Masse: H: 75cm B: 55cm T: 58cm
Einbaumass: 52cm/55cm
Hersteller: Fors
Montage: Einbau
Spannung: 220 V
Mängel: keine Mängel
Zustand: occasion/gebraucht

Artikel Nr: 112517",,58.0,55.0,75,,,,,2023-02-06,729.0,,,1970-01-01,729.0,1970-01-01 00:00:00.000,0.0,1.0,45.0,"Münchenstein, 4142",,useagain,91855,CH,de,112517_570x570.jpg,https://www.useagain.ch/de/geschirrspueler-fors-asg-7655-91855,H03.05,dishwasher,,,,"{'score': 9.404111551702954e-06, 'start': 49, 'end': 61, 'answer': '\nEinbaumass:'}","{'score': 0.4335542321205139, 'start': 25, 'end': 49, 'answer': ' H: 75cm B: 55cm T: 58cm'}","{'score': 0.003936629742383957, 'start': 25, 'end': 61, 'answer': ' H: 75cm B: 55cm T: 58cm\nEinbaumass:'}",Sitka spruce,Dish and utensil washers,Pr_40_70_21_22,Technical elements,Other,Sanitary fittings and accessories
2766,3950,3950,Geschirrspüler Fust,"used, cleaned & tested",['H03.05'],"Catering kitchens: control fittings, appliances",,Ausbau,Küchen & Gastronomie,Apparate & Geräte,"Produkte-Nr. 2943

Jahrgang 2015",,55.0,54.0,76,,,,,2023-02-24,490.0,,,1970-01-01,400.0,2023-09-25 00:00:00.000,0.0,1.0,58.0,"Zürich, 8050",,useagain,92037,CH,de,2943-2_570x570.jpg,https://www.useagain.ch/de/geschirrspueler-fust-92037,H03.05,dishwasher,,,,"{'score': 0.015262029133737087, 'start': 0, 'end': 17, 'answer': 'Produkte-Nr. 2943'}","{'score': 7.38773524062708e-05, 'start': 0, 'end': 17, 'answer': 'Produkte-Nr. 2943'}","{'score': 0.3191099166870117, 'start': 12, 'end': 17, 'answer': ' 2943'}",Sitka spruce,Dish and utensil washers,Pr_40_70_21_22,Other,Other,"Floor plates, gratings and edgings"
2933,4131,4131,Tischgeschirrspüler,"used, cleaned & tested",['H03.05'],"Catering kitchens: control fittings, appliances",,Ausbau,Küchen & Gastronomie,Apparate & Geräte,"Hersteller: CVC FAR
Modell: LVC511B
Jahrgang ca.: 2011
Bauform: Freistehend
Anschluss: 230V
mit Kabel und Stecker
Bedienungsanleitung als pdf",Mixed,44.0,55.0,"50,3",,,white,,2023-03-16,80.0,,,1970-01-01,80.0,1970-01-01 00:00:00.002,0.0,1.0,45.0,"Brügg, 2555",,useagain,92227,CH,de,_dsc0331_570x570.jpg,https://www.useagain.ch/de/tischgeschirrspueler-92227,H03.05,dishwasher,,,,"{'score': 4.9028080866264645e-06, 'start': 11, 'end': 19, 'answer': ' CVC FAR'}","{'score': 0.0005199823062866926, 'start': 63, 'end': 75, 'answer': ' Freistehend'}","{'score': 3.0117735150270164e-05, 'start': 86, 'end': 113, 'answer': ' 230V\nmit Kabel und Stecker'}",Sitka spruce,Dish and utensil washers,Pr_40_70_21_22,Furnishings,Furnishings,"Floor plates, gratings and edgings"
3165,4370,4370,Lave vaisselle,used,,,Mobilier,Ausbau,Möbel & Einrichtungen,Einrichtungen,Différents boutons (plastique blanc ou acier),Stainless steel,0.0,59.0,59,,,,,,0.0,1.0,1.0,1970-01-01,0.0,2023-09-25 00:00:00.000,59.0,0.0,,,CROIX D'OR,materiuum,2302-5814,CH,fr,"['https://materiuum.ch/wp-content/uploads/2023/04/2302-5814-a-600x450.jpg', 'https://materiuum.ch/wp-content/uploads/2023/04/2302-5814-b-600x800.jpg']",https://materiuum.ch/produit/347-8/,,dishwasher,,,,"{'score': 0.17858557403087616, 'start': 18, 'end': 45, 'answer': ' (plastique blanc ou acier)'}","{'score': 1.9718142993951915e-06, 'start': 0, 'end': 18, 'answer': 'Différents boutons'}","{'score': 3.254039881994686e-07, 'start': 0, 'end': 18, 'answer': 'Différents boutons'}",Soap,Dish and utensil washers,Pr_40_70_21_22,Other,Other,Other
3178,4386,4386,Lave vaisselle industriel,used,['Sonstiges'],,Techniques,Sonstiges,Sonstiges,,"Liés à deux autres meubles pour vaisselle
Disponible en Juin 2024",Other,0.0,80.0,67,,1kg,,,,425.0,0.0,1.0,1970-01-01,425.0,1970-01-01 00:00:00.000,195.0,1.0,0.0,,ECO-CUI DEB,materiuum,2202-3396,CH,fr,"['https://materiuum.ch/wp-content/uploads/2023/04/2202-3396-a-600x450.jpg', 'https://materiuum.ch/wp-content/uploads/2023/04/2202-3396-b-600x800.jpg', 'https://materiuum.ch/wp-content/uploads/2023/04/2202-3396-c-600x800.jpg']",https://materiuum.ch/produit/347332-2/,,industrial dishwasher,,,,"{'score': 2.5850320639619895e-07, 'start': 41, 'end': 65, 'answer': '\nDisponible en Juin 2024'}","{'score': 3.4621101804077625e-05, 'start': 18, 'end': 41, 'answer': ' meubles pour vaisselle'}","{'score': 2.999002390424721e-05, 'start': 41, 'end': 65, 'answer': '\nDisponible en Juin 2024'}",Soap,Dish and utensil washers,Pr_40_70_21_22,Other,Other,Sanitary fittings and accessories
3673,4923,4924,Geschirrspüler Miele,"used, cleaned & tested",['H03.05'],"Catering kitchens: control fittings, appliances",Mobilier,Ausbau,Küchen & Gastronomie,Apparate & Geräte,"Modell: G 26 305-60SCi 
Baujahr: 2013
Montage: Einbau
Einbaunorm: EU60
Spannung: 230V
Garantie: 6 Monate

Interne Artikelnummer: 113068",,58.0,60.0,"83,5",,,,A,2023-06-20,,,,,,,,0.0,,"Münchenstein, 4142",,useagain,92747,CH,de,1130683_570x570.jpg,https://www.useagain.ch/de/geschirrspueler-miele-92747,H03.05,dishwasher,389.0,,,"{'score': 0.011253741569817066, 'start': 7, 'end': 22, 'answer': ' G 26 305-60SCi'}","{'score': 0.0029729322995990515, 'start': 46, 'end': 53, 'answer': ' Einbau'}","{'score': 0.00013279794075060636, 'start': 7, 'end': 22, 'answer': ' G 26 305-60SCi'}",Sitka spruce,Dish and utensil washers,Pr_40_70_21_22,Technical elements,Other,"Floor plates, gratings and edgings"
3843,5238,5239,Geschirrspüler cm,"used, cleaned & tested",['H03.05'],"Catering kitchens: control fittings, appliances",Mobilier,Ausbau,Küchen & Gastronomie,Apparate & Geräte,"Hersteller: ELECTROLUX
Modell: GA 55 LIWE
1. Inbetriebnahme: 2018
Bauform: Einbau / CH-Norm
Energieeffizienzklasse (bis 2021): A+++
Anschluss: 230V

Bedienungsanleitung nur als PDF vorhanden!",gemischt,57.0,54.0,"75,9",,,white,A,2023-07-26,,,,,380.0,1970-01-01 00:00:00.002,,0.0,,"Brügg, 2555",,useagain,93023,CH,de,1_%28484%29_570x570.jpg,https://www.useagain.ch/de/geschirrspueler-55cm-93023,H03.05,dishwasher,380.0,,,"{'score': 1.2861835784860887e-05, 'start': 74, 'end': 91, 'answer': ' Einbau / CH-Norm'}","{'score': 0.0015330652240663767, 'start': 30, 'end': 41, 'answer': ' GA 55 LIWE'}","{'score': 0.7348843216896057, 'start': 30, 'end': 41, 'answer': ' GA 55 LIWE'}",Sitka spruce,Dish and utensil washers,Pr_40_70_21_22,Technical elements,Other,"Floor plates, gratings and edgings"
